scen,state,cost,opt_cost,regret,regret_share,offshore_gene,onshore_gene,PV_gene,battery_gene,methanation_gene,LCOE1,LCOE2,LC,str_loss,Price,Regret%,
158,60,19.17,18.11,1.06,0.055294731,56.93,227.67,173.85,6.78,11.61,32.68,45.05,15.83,6.76,26.41,,
158,61,18.26,17.41,0.85,0.046549836,56.93,227.67,173.85,6.78,11.61,31,42.9,15.83,6.76,30.25,,
158,62,18.81,18.01,0.8,0.042530569,56.93,227.67,173.85,6.78,11.61,32.01,44.2,15.83,6.76,30.25,,
158,63,19.36,18.32,1.04,0.053719008,56.93,227.67,173.85,6.78,11.61,33.02,45.5,15.83,6.76,30.25,,
158,64,19.01,17.94,1.07,0.056286165,56.93,227.67,173.85,8.83,11.88,32.45,44.68,15.46,6.97,22.63,,
158,65,19.56,18.5,1.06,0.054192229,56.93,227.67,173.85,8.83,11.88,33.46,45.98,15.46,6.97,22.63,,
158,66,20.11,18.77,1.34,0.066633516,56.93,227.67,173.85,8.83,11.88,34.47,47.28,15.46,6.97,22.63,,
158,67,19.21,18.18,1.03,0.053617907,56.93,227.67,173.85,6.78,11.61,32.75,45.15,15.83,6.76,26.41,,
158,68,19.76,18.76,1,0.050607287,56.93,227.67,173.85,6.78,11.61,33.76,46.45,15.83,6.76,26.41,,
158,69,20.31,19.1,1.21,0.059576563,56.93,227.67,173.85,6.78,11.61,34.77,47.75,15.83,6.76,26.41,,
158,70,19.4,18.29,1.11,0.057216495,56.93,227.67,173.85,6.78,11.61,33.09,45.6,15.83,6.76,30.25,,
158,71,19.95,18.92,1.03,0.051629073,56.93,227.67,173.85,6.78,11.61,34.1,46.9,15.83,6.76,30.25,,
158,72,20.5,19.3,1.2,0.058536585,56.93,227.67,173.85,6.78,11.61,35.11,48.2,15.83,6.76,30.25,,
158,73,20.15,18.79,1.36,0.067493797,56.93,227.67,173.85,8.82,11.88,34.55,47.37,15.46,6.97,22.61,,
158,74,20.7,19.39,1.31,0.063285024,56.93,227.67,173.85,8.82,11.88,35.56,48.68,15.46,6.97,22.61,,
158,75,21.25,19.72,1.53,0.072,56.93,227.67,173.85,8.82,11.88,36.57,49.98,15.46,6.97,22.61,,
158,76,20.35,18.93,1.42,0.06977887,56.93,227.67,173.85,6.78,11.61,34.84,47.85,15.83,6.76,26.41,,
158,77,20.9,19.62,1.28,0.061244019,56.93,227.67,173.85,6.78,11.61,35.85,49.15,15.83,6.76,26.41,,
158,78,21.45,20.03,1.42,0.066200466,56.93,227.67,173.85,6.78,11.61,36.86,50.45,15.83,6.76,26.41,,
158,79,20.54,19.03,1.51,0.073515093,56.93,227.67,173.85,6.78,11.61,35.19,48.3,15.83,6.76,30.25,,
158,80,21.09,19.78,1.31,0.062114746,56.93,227.67,173.85,6.78,11.61,36.2,49.6,15.83,6.76,30.25,,
158,81,21.64,20.23,1.41,0.065157116,56.93,227.67,173.85,6.78,11.61,37.2,50.9,15.83,6.76,30.25,,
158,82,21.29,19.5,1.79,0.084077031,56.93,227.67,173.85,8.82,11.88,36.64,50.07,15.46,6.97,22.63,,
158,83,21.84,20.19,1.65,0.075549451,56.93,227.67,173.85,8.82,11.88,37.65,51.38,15.46,6.97,22.63,,
158,84,22.39,20.6,1.79,0.079946405,56.93,227.67,173.85,8.82,11.88,38.67,52.68,15.46,6.97,22.63,,
158,85,21.49,19.65,1.84,0.085621219,56.93,227.67,173.85,6.78,11.61,36.93,50.55,15.83,6.76,26.41,,
158,86,22.04,20.44,1.6,0.072595281,56.93,227.67,173.85,6.78,11.61,37.94,51.85,15.83,6.76,26.41,,
158,87,22.59,20.9,1.69,0.074811864,56.93,227.67,173.85,6.78,11.61,38.95,53.15,15.83,6.76,26.41,,
158,88,21.68,19.75,1.93,0.08902214,56.93,227.67,173.85,6.78,11.61,37.28,51,15.83,6.76,30.25,,
158,89,22.23,20.58,1.65,0.074224022,56.93,227.67,173.85,6.78,11.61,38.29,52.3,15.83,6.76,30.25,,
158,90,22.78,21.05,1.73,0.07594381,56.93,227.67,173.85,6.78,11.61,39.3,53.6,15.83,6.76,30.25,,
158,91,18.35,16.38,1.97,0.107356948,56.93,227.67,173.85,8.8,11.87,31.23,43.11,15.46,6.97,22.56,,
158,92,18.9,17.03,1.87,0.098941799,56.93,227.67,173.85,8.8,11.87,32.24,44.42,15.46,6.97,22.56,,
158,93,19.45,17.39,2.06,0.105912596,56.93,227.67,173.85,8.8,11.87,33.25,45.72,15.46,6.97,22.56,,
158,94,18.54,17.4,1.14,0.061488673,56.93,227.67,173.85,6.78,11.61,31.53,43.56,15.83,6.76,26.41,,
158,95,19.09,18.02,1.07,0.056050288,56.93,227.67,173.85,6.78,11.61,32.54,44.87,15.83,6.76,26.41,,
158,96,19.64,18.4,1.24,0.063136456,56.93,227.67,173.85,6.78,11.61,33.55,46.17,15.83,6.76,26.41,,
158,97,18.73,17.97,0.76,0.040576615,56.93,227.67,173.85,6.78,11.61,31.88,44.01,15.83,6.76,30.25,,
158,98,19.28,18.65,0.63,0.032676349,56.93,227.67,173.85,6.78,11.61,32.89,45.31,15.83,6.76,30.25,,
158,99,19.83,19.05,0.78,0.039334342,56.93,227.67,173.85,6.78,11.61,33.89,46.62,15.83,6.76,30.25,,
158,100,19.49,18.21,1.28,0.065674705,56.93,227.67,173.85,8.87,11.88,33.33,45.81,15.45,6.98,22.65,,
158,101,20.04,18.83,1.21,0.060379242,56.93,227.67,173.85,8.87,11.88,34.34,47.11,15.45,6.98,22.65,,
158,102,20.59,19.22,1.37,0.066537154,56.93,227.67,173.85,8.87,11.88,35.35,48.42,15.45,6.98,22.65,,
158,103,19.68,18.95,0.73,0.037093496,56.93,227.67,173.85,6.78,11.61,33.62,46.26,15.83,6.76,26.41,,
158,104,20.23,19.6,0.63,0.031141869,56.93,227.67,173.85,6.78,11.61,34.63,47.56,15.83,6.76,26.41,,
158,105,20.79,20,0.79,0.037999038,56.93,227.67,173.85,6.78,11.61,35.64,48.89,15.83,6.76,26.41,,
158,106,19.87,19.29,0.58,0.029189733,56.93,227.67,173.85,6.78,11.61,33.97,46.71,15.83,6.76,30.25,,
158,107,20.42,20.02,0.4,0.019588639,56.93,227.67,173.85,6.78,11.61,34.98,48.01,15.83,6.76,30.25,,
158,108,20.97,20.44,0.53,0.025274201,56.93,227.67,173.85,6.78,11.61,35.99,49.32,15.83,6.76,30.25,,
158,109,20.63,19.66,0.97,0.047018905,56.93,227.67,173.85,8.84,11.88,35.42,48.51,15.46,6.98,22.64,,
158,110,21.18,20.29,0.89,0.042020774,56.93,227.67,173.85,8.84,11.88,36.43,49.81,15.46,6.98,22.64,,
158,111,21.73,20.68,1.05,0.048320295,56.93,227.67,173.85,8.84,11.88,37.44,51.12,15.46,6.98,22.64,,
158,112,20.83,20.16,0.67,0.032165146,56.93,227.67,173.85,6.78,11.61,35.71,48.98,15.83,6.76,26.41,,
158,113,21.38,20.87,0.51,0.023854069,56.93,227.67,173.85,6.78,11.61,36.72,50.29,15.83,6.76,26.41,,
158,114,21.93,21.28,0.65,0.029639763,56.93,227.67,173.85,6.78,11.61,37.73,51.59,15.83,6.76,26.41,,
158,115,21.01,20.4,0.61,0.029033793,56.93,227.67,173.85,6.78,11.61,36.06,49.41,15.83,6.76,30.25,,
158,116,21.56,21.15,0.41,0.019016698,56.93,227.67,173.85,6.78,11.61,37.07,50.71,15.83,6.76,30.25,,
158,117,22.11,21.58,0.53,0.023971054,56.93,227.67,173.85,6.78,11.61,38.08,52.02,15.83,6.76,30.25,,
158,118,21.77,20.79,0.98,0.045016077,56.93,227.67,173.85,8.82,11.88,37.52,51.21,15.46,6.97,22.63,,
158,119,22.32,21.48,0.84,0.037634409,56.93,227.67,173.85,8.82,11.88,38.53,52.51,15.46,6.97,22.63,,
158,120,22.87,21.88,0.99,0.04328815,56.93,227.67,173.85,8.82,11.88,39.54,53.81,15.46,6.97,22.63,,
158,121,21.97,21.15,0.82,0.037323623,56.93,227.67,173.85,6.78,11.61,37.8,51.68,15.83,6.76,26.41,,
158,122,22.52,21.89,0.63,0.027975133,56.93,227.67,173.85,6.78,11.61,38.81,52.99,15.83,6.76,26.41,,
158,123,23.07,22.33,0.74,0.03207629,56.93,227.67,173.85,6.78,11.61,39.82,54.29,15.83,6.76,26.41,,
158,124,22.15,21.34,0.81,0.036568849,56.93,227.67,173.85,6.78,11.61,38.15,52.11,15.83,6.76,30.25,,
158,125,22.71,22.11,0.6,0.026420079,56.93,227.67,173.85,6.78,11.61,39.16,53.44,15.83,6.76,30.25,,
158,126,23.26,22.56,0.7,0.030094583,56.93,227.67,173.85,6.78,11.61,40.17,54.74,15.83,6.76,30.25,,
158,127,22.91,21.72,1.19,0.051942383,56.93,227.67,173.85,8.8,11.87,39.61,53.91,15.46,6.97,22.56,,
158,128,23.46,22.45,1.01,0.043052003,56.93,227.67,173.85,8.8,11.87,40.62,55.21,15.46,6.97,22.56,,
158,129,24.01,22.87,1.14,0.047480217,56.93,227.67,173.85,8.8,11.87,41.63,56.51,15.46,6.97,22.56,,
158,130,23.11,21.98,1.13,0.048896582,56.93,227.67,173.85,6.78,11.61,39.9,54.38,15.83,6.76,26.41,,
158,131,23.66,22.74,0.92,0.038884193,56.93,227.67,173.85,6.78,11.61,40.9,55.68,15.83,6.76,26.41,,
158,132,24.21,23.21,1,0.041305246,56.93,227.67,173.85,6.78,11.61,41.91,56.99,15.83,6.76,26.41,,
158,133,23.3,22.12,1.18,0.050643777,56.93,227.67,173.85,6.78,11.61,40.24,54.83,15.83,6.76,30.25,,
158,134,23.85,22.93,0.92,0.038574423,56.93,227.67,173.85,6.78,11.61,41.25,56.13,15.83,6.76,30.25,,
158,135,24.4,23.4,1,0.040983607,56.93,227.67,173.85,6.78,11.61,42.26,57.44,15.83,6.76,30.25,,
158,136,18.93,17.2,1.73,0.091389329,56.93,227.67,173.85,8.82,11.88,32.31,44.49,15.46,6.97,22.64,,
158,137,19.48,17.87,1.61,0.082648871,56.93,227.67,173.85,8.82,11.88,33.32,45.79,15.46,6.97,22.64,,
158,138,20.03,18.27,1.76,0.087868198,56.93,227.67,173.85,8.82,11.88,34.33,47.09,15.46,6.97,22.64,,
158,139,19.13,18.26,0.87,0.045478306,56.93,227.67,173.85,6.78,11.61,32.61,44.96,15.83,6.76,26.41,,
158,140,19.68,18.93,0.75,0.038109756,56.93,227.67,173.85,6.78,11.61,33.61,46.26,15.83,6.76,26.41,,
158,141,20.23,19.34,0.89,0.043994068,56.93,227.67,173.85,6.78,11.61,34.62,47.56,15.83,6.76,26.41,,
158,142,19.32,18.86,0.46,0.023809524,56.93,227.67,173.85,6.78,11.61,32.95,45.41,15.83,6.76,30.25,,
158,143,19.87,19.57,0.3,0.015098138,56.93,227.67,173.85,6.78,11.61,33.96,46.71,15.83,6.76,30.25,,
158,144,20.42,19.99,0.43,0.021057786,56.93,227.67,173.85,6.78,11.61,34.97,48.01,15.83,6.76,30.25,,
158,145,20.07,19.06,1.01,0.050323866,56.93,227.67,173.85,8.83,11.88,34.4,47.19,15.46,6.98,22.64,,
158,146,20.62,19.74,0.88,0.042677013,56.93,227.67,173.85,8.83,11.88,35.41,48.49,15.46,6.98,22.64,,
158,147,21.17,20.15,1.02,0.048181389,56.93,227.67,173.85,8.83,11.88,36.43,49.79,15.46,6.98,22.64,,
158,148,20.27,19.84,0.43,0.021213616,56.93,227.67,173.85,6.78,11.61,34.7,47.66,15.83,6.76,26.41,,
158,149,20.82,20.54,0.28,0.013448607,56.93,227.67,173.85,6.78,11.61,35.71,48.96,15.83,6.76,26.41,,
158,150,21.37,20.94,0.43,0.020121666,56.93,227.67,173.85,6.78,11.61,36.72,50.26,15.83,6.76,26.41,,
158,151,20.46,20.2,0.26,0.012707722,56.93,227.67,173.85,6.78,11.61,35.04,48.11,15.83,6.76,30.25,,
158,152,21.01,20.97,0.04,0.001903855,56.93,227.67,173.85,6.78,11.61,36.05,49.41,15.83,6.76,30.25,,
158,153,21.56,21.38,0.18,0.008348794,56.93,227.67,173.85,6.78,11.61,37.06,50.71,15.83,6.76,30.25,,
158,154,21.21,20.56,0.65,0.030645922,56.93,227.67,173.85,8.79,11.87,36.5,49.88,15.46,6.97,22.57,,
158,155,21.77,21.22,0.55,0.025264125,56.93,227.67,173.85,8.79,11.87,37.51,51.21,15.46,6.97,22.57,,
158,156,22.32,21.62,0.7,0.031362007,56.93,227.67,173.85,8.79,11.87,38.52,52.51,15.46,6.97,22.57,,
158,157,21.41,21.09,0.32,0.014946287,56.93,227.67,173.85,6.78,11.61,36.79,50.36,15.83,6.76,26.41,,
158,158,21.96,21.82,0.14,0.006375228,56.93,227.67,173.85,6.78,11.61,37.8,51.66,15.83,6.76,26.41,,
158,159,22.51,22.23,0.28,0.012438916,56.93,227.67,173.85,6.78,11.61,38.81,52.96,15.83,6.76,26.41,,
158,160,21.6,21.32,0.28,0.012962963,56.93,227.67,173.85,6.78,11.61,37.13,50.81,15.83,6.76,30.25,,
158,161,22.15,22.09,0.06,0.002708804,56.93,227.67,173.85,6.78,11.61,38.14,52.11,15.83,6.76,30.25,,
158,162,22.7,22.53,0.17,0.007488987,56.93,227.67,173.85,6.78,11.61,39.15,53.41,15.83,6.76,30.25,,
158,163,22.36,21.72,0.64,0.02862254,56.93,227.67,173.85,8.82,11.88,38.59,52.61,15.46,6.97,22.64,,
158,164,22.91,22.43,0.48,0.02095155,56.93,227.67,173.85,8.82,11.88,39.6,53.91,15.46,6.97,22.64,,
158,165,23.46,22.83,0.63,0.02685422,56.93,227.67,173.85,8.82,11.88,40.62,55.21,15.46,6.97,22.64,,
158,166,22.55,22.09,0.46,0.020399113,56.93,227.67,173.85,6.78,11.61,38.88,53.06,15.83,6.76,26.41,,
158,167,23.1,22.83,0.27,0.011688312,56.93,227.67,173.85,6.78,11.61,39.89,54.36,15.83,6.76,26.41,,
