"hour","offshore","onshore","pv","river","lake","biogas","gas","phs","battery","methanation","demand","Pump","ElecStr","CH4","Bat_SOC","PHS_SOC","CH4_SOC","elec_price","gas_price"
"0",10.93,40.80,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,28.69,-9.30,-7.35,-7.66,31.75,82.95,1813.37,0.00,0.00
"1",0.00,42.09,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,31.21,-4.52,0.00,-7.66,38.37,91.78,1817.90,0.00,0.00
"2",11.12,31.67,0.00,0.00,0.00,0.00,0.00,1.87,0.00,0.00,27.70,-9.30,0.00,-7.66,38.37,96.08,1822.42,0.00,0.00
"3",0.00,43.18,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,27.99,-8.65,0.00,-7.66,38.37,102.84,1826.94,0.00,0.00
"4",2.17,42.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.16,-9.30,0.00,-7.66,38.37,111.06,1831.46,0.00,0.00
"5",0.00,43.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.02,-7.47,0.00,-7.66,38.37,119.89,1835.98,0.00,0.00
"6",1.46,43.29,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,29.00,-9.30,0.00,-7.66,38.37,126.99,1840.50,0.00,0.00
"7",10.22,43.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,-9.30,-8.87,-7.66,38.37,135.82,1845.02,0.00,0.00
"8",10.19,42.93,7.38,1.19,0.00,0.00,0.00,0.00,0.00,0.00,31.14,-9.30,-13.60,-7.66,46.35,144.66,1849.54,0.00,0.00
"9",10.06,41.00,19.11,1.31,0.00,0.00,0.00,0.00,0.00,0.00,37.23,-9.30,-17.28,-7.66,58.59,153.49,1854.06,0.00,0.00
"10",0.00,27.56,29.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.06,-9.30,0.00,-7.66,74.14,162.33,1858.58,0.00,0.00
"11",0.00,26.91,33.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.68,-9.30,0.00,-7.66,74.14,171.17,1863.10,0.00,0.00
"12",10.10,41.35,0.00,1.29,0.00,0.00,0.00,1.66,0.00,0.00,46.73,0.00,0.00,-7.66,74.14,180.00,1867.63,0.00,0.00
"13",10.22,10.95,25.23,0.00,0.00,0.00,0.00,9.30,0.00,0.00,44.52,-3.52,0.00,-7.66,74.14,178.16,1872.15,0.00,0.00
"14",10.35,28.77,14.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.07,-9.30,0.00,-7.66,74.14,171.17,1876.67,0.00,0.00
"15",0.00,41.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.46,0.00,0.00,-7.66,74.14,180.00,1881.19,0.00,0.00
"16",0.00,39.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.38,0.00,0.00,-7.66,74.14,180.00,1885.71,0.00,0.00
"17",0.00,41.26,0.00,0.00,0.00,0.00,0.00,7.95,0.00,0.00,32.25,-9.30,0.00,-7.66,74.14,180.00,1890.23,0.00,0.00
"18",10.56,29.68,0.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,34.03,0.00,0.00,-7.66,74.14,180.00,1894.75,0.00,0.00
"19",10.38,34.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.01,0.00,0.00,-7.66,74.14,180.00,1899.27,0.00,0.00
"20",10.17,36.14,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,40.36,0.00,0.00,-7.66,74.14,180.00,1903.79,0.00,0.00
"21",6.31,37.80,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,37.94,0.00,0.00,-7.66,74.14,180.00,1908.31,0.00,0.00
"22",6.58,36.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.63,0.00,0.00,-7.66,74.14,180.00,1912.83,0.00,0.00
"23",2.43,35.14,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,31.30,0.00,0.00,-7.66,74.14,180.00,1917.36,0.00,0.00
"24",4.76,33.74,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,32.15,0.00,0.00,-7.66,74.14,180.00,1921.88,0.00,0.00
"25",8.41,32.58,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,34.47,0.00,0.00,-7.66,74.14,180.00,1926.40,0.00,0.00
"26",8.11,30.36,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,31.91,0.00,0.00,-7.66,74.14,180.00,1930.92,0.00,0.00
"27",7.88,31.23,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,31.55,0.00,0.00,-7.66,74.14,180.00,1935.44,0.00,0.00
"28",7.59,30.20,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,31.29,0.00,0.00,-7.66,74.14,180.00,1939.96,0.00,0.00
"29",7.17,30.31,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,30.09,0.00,0.00,-7.66,74.14,180.00,1944.48,0.00,0.00
"30",6.58,28.58,0.00,1.21,0.00,0.00,0.00,2.69,0.00,0.00,31.40,0.00,0.00,-7.66,74.14,180.00,1949.00,0.00,0.00
"31",5.89,26.48,1.26,1.18,0.00,0.00,0.00,8.01,0.00,0.00,35.17,0.00,0.00,-7.66,74.14,177.01,1953.52,0.00,0.00
"32",5.10,23.15,12.50,1.23,0.00,0.00,0.00,1.50,0.00,0.00,35.83,0.00,0.00,-7.66,74.14,168.11,1958.04,0.00,0.00
"33",3.99,19.26,26.35,1.33,0.00,0.00,0.00,0.00,0.00,0.00,39.43,-3.83,0.00,-7.66,74.14,166.44,1962.57,0.00,0.00
"34",2.86,17.86,41.06,1.43,0.00,0.00,0.00,0.00,0.00,0.00,51.43,-4.12,0.00,-7.66,74.14,170.08,1967.09,0.00,0.00
"35",2.11,18.18,41.80,1.50,0.00,0.00,0.00,0.00,0.00,0.00,55.94,0.00,0.00,-7.66,74.14,174.00,1971.61,0.00,0.00
"36",1.66,17.56,51.64,1.58,0.00,0.00,0.00,0.00,0.00,0.00,59.58,-5.20,0.00,-7.66,74.14,174.00,1976.13,0.00,0.00
"37",1.56,18.54,44.89,1.62,0.00,0.00,0.00,0.00,0.00,0.00,57.83,-1.11,0.00,-7.66,74.14,178.94,1980.65,0.00,0.00
"38",1.60,18.26,32.11,1.46,0.00,0.84,0.84,0.00,0.00,0.00,54.27,0.00,0.00,0.00,74.14,180.00,1985.17,141.13,-141.13
"39",1.73,19.49,10.85,1.43,0.00,17.35,17.35,0.00,0.00,0.00,50.85,0.00,0.00,0.00,74.14,180.00,1985.17,141.13,-141.13
"40",1.74,20.60,0.05,1.59,13.00,0.00,3.23,0.00,0.00,3.23,40.21,0.00,0.00,0.00,74.14,180.00,1985.17,141.13,-141.13
"41",1.54,19.71,0.00,1.90,5.42,0.00,12.00,0.00,0.00,12.00,40.58,0.00,0.00,0.00,74.14,180.00,1977.99,141.13,-141.13
"42",1.26,17.60,0.00,2.24,0.00,0.00,24.86,0.00,0.00,24.86,45.96,0.00,0.00,0.00,74.14,180.00,1951.32,141.13,-141.13
"43",1.01,15.32,0.00,2.49,0.00,0.00,30.46,0.00,0.00,30.46,49.29,0.00,0.00,0.00,74.14,180.00,1896.07,141.13,-141.13
"44",0.86,13.39,0.00,2.43,0.00,0.00,27.19,0.00,0.00,27.19,43.87,0.00,0.00,0.00,74.14,180.00,1828.38,141.13,-141.13
"45",0.71,12.11,0.00,2.12,0.00,0.00,28.24,0.00,0.00,28.24,43.17,0.00,0.00,0.00,74.14,180.00,1767.95,141.13,-141.13
"46",0.55,11.31,0.00,1.93,0.00,0.00,30.50,0.00,0.00,30.50,44.28,0.00,0.00,0.00,74.14,180.00,1705.21,141.13,-141.13
"47",0.47,11.10,0.00,1.93,0.00,0.00,27.46,0.00,0.00,27.46,40.97,0.00,0.00,0.00,74.14,180.00,1637.44,141.13,-141.13
"48",0.46,11.21,0.00,1.90,0.00,0.00,27.77,0.00,0.00,27.77,41.35,0.00,0.00,0.00,74.14,180.00,1576.41,141.13,-141.13
"49",0.48,11.26,0.00,1.79,3.65,0.00,32.93,0.00,0.00,32.93,50.11,0.00,0.00,0.00,74.14,180.00,1514.69,141.13,-141.13
"50",0.57,11.13,0.00,1.73,1.54,0.00,32.93,0.00,0.00,32.93,47.90,0.00,0.00,0.00,74.14,180.00,1441.52,141.13,-141.13
"51",0.81,11.07,0.00,1.64,1.83,0.00,32.93,0.00,0.00,32.93,48.27,0.00,0.00,0.00,74.14,180.00,1368.35,141.13,-141.13
"52",1.02,11.25,0.00,1.49,0.16,0.00,32.93,1.64,0.00,32.93,48.49,0.00,0.00,0.00,74.14,180.00,1295.18,141.13,-141.13
"53",0.99,11.37,0.00,1.45,2.46,0.00,32.93,0.00,0.00,32.93,49.20,0.00,0.00,0.00,74.14,178.18,1222.00,141.13,-141.13
"54",0.96,11.37,0.00,1.48,1.87,0.00,32.93,1.62,0.00,32.93,50.23,0.00,0.00,0.00,74.14,178.18,1148.83,141.13,-141.13
"55",1.07,11.54,2.32,1.53,6.26,0.00,32.93,0.00,0.00,32.93,55.65,0.00,0.00,0.00,74.14,176.38,1075.66,141.13,-141.13
"56",1.22,11.17,18.62,1.67,0.00,0.00,27.20,0.00,0.00,27.20,59.89,0.00,0.00,0.00,74.14,176.38,1002.49,141.13,-141.13
"57",1.35,10.59,36.59,1.71,0.00,0.00,15.19,0.00,0.00,15.19,65.43,0.00,0.00,0.00,74.14,176.38,942.04,141.13,-141.13
"58",1.49,11.01,49.64,1.88,0.00,0.00,2.75,0.00,0.00,2.75,66.78,0.00,0.00,0.00,74.14,176.38,908.29,141.13,-141.13
"59",1.80,11.61,56.52,1.99,0.00,0.00,1.32,0.00,0.00,1.32,73.24,0.00,0.00,0.00,74.14,176.38,902.17,141.13,-141.13
"60",2.16,12.25,56.07,2.01,0.00,0.00,4.39,0.00,0.00,4.39,76.88,0.00,0.00,0.00,74.14,176.38,899.23,141.13,-141.13
"61",2.42,12.66,48.08,2.00,0.00,0.00,11.35,0.00,0.00,11.35,76.50,0.00,0.00,0.00,74.14,176.38,889.48,141.13,-141.13
"62",2.75,12.94,32.05,1.85,0.00,0.00,20.64,0.00,0.00,20.64,70.23,0.00,0.00,0.00,74.14,176.38,864.27,141.13,-141.13
"63",3.39,14.48,10.87,1.71,1.22,0.00,32.93,0.00,0.00,32.93,64.60,0.00,0.00,0.00,74.14,176.38,818.41,141.13,-141.13
"64",4.00,16.01,0.07,1.72,5.71,0.00,32.93,2.34,0.00,32.93,62.77,0.00,0.00,0.00,74.14,176.38,745.24,141.13,-141.13
"65",4.35,16.65,0.00,1.90,3.81,0.00,32.93,0.00,0.00,32.93,59.63,0.00,0.00,0.00,74.14,173.79,672.07,141.13,-141.13
"66",4.52,17.12,0.00,2.21,6.04,0.00,32.93,0.00,0.00,32.93,62.82,0.00,0.00,0.00,74.14,173.79,598.90,141.13,-141.13
"67",4.55,17.45,0.00,2.57,5.14,0.00,32.93,3.43,0.00,32.93,66.07,0.00,0.00,0.00,74.14,173.79,525.73,141.13,-141.13
"68",4.43,17.49,0.00,2.56,5.17,7.77,32.93,0.00,1.52,25.16,64.10,0.00,0.00,0.00,74.14,169.98,452.55,141.13,-141.13
"69",4.01,17.46,0.00,2.27,0.00,0.00,32.93,0.00,2.35,32.93,59.02,0.00,0.00,0.00,72.54,169.98,396.65,141.13,-141.13
"70",3.52,17.23,0.00,2.27,5.23,9.95,9.95,0.00,20.08,0.00,58.28,0.00,0.00,0.00,70.06,169.98,323.48,141.13,-141.13
"71",3.18,16.89,0.00,2.14,5.30,4.30,4.30,0.00,20.08,0.00,51.90,0.00,0.00,0.00,48.92,169.98,323.48,141.13,-141.13
"72",3.17,16.03,0.00,2.00,5.31,4.69,4.69,0.00,20.08,0.00,51.27,0.00,0.00,0.00,27.78,169.98,323.48,141.13,-141.13
"73",3.50,15.28,0.00,1.85,5.30,25.92,25.92,0.00,0.00,0.00,51.85,0.00,0.00,0.00,6.64,169.98,323.48,141.13,-141.13
"74",3.99,14.71,0.00,1.72,5.32,24.03,24.03,0.00,0.00,0.00,49.77,0.00,0.00,0.00,6.64,169.98,323.48,141.13,-141.13
"75",4.71,14.62,0.00,1.73,0.00,0.00,29.23,0.00,0.00,29.23,50.28,0.00,0.00,0.00,6.64,169.98,323.48,141.13,-141.13
"76",5.41,15.53,0.00,1.78,0.00,0.00,27.97,0.00,0.00,27.97,50.69,0.00,0.00,0.00,6.64,169.98,258.54,141.13,-141.13
"77",6.02,17.08,0.00,1.86,5.30,21.69,21.69,0.00,0.00,0.00,51.95,0.00,0.00,0.00,6.64,169.98,196.38,141.13,-141.13
"78",6.60,18.73,0.00,2.07,13.00,11.41,11.41,0.00,0.00,0.00,51.82,0.00,0.00,0.00,6.64,169.98,196.38,141.13,-141.13
"79",7.04,20.68,2.31,2.42,5.28,16.12,16.12,0.00,0.00,0.00,53.85,0.00,0.00,0.00,6.64,169.98,196.38,141.13,-141.13
"80",7.35,21.58,16.77,2.75,0.00,0.00,9.90,0.00,0.00,9.90,58.35,0.00,0.00,0.00,6.64,169.98,196.38,141.13,-141.13
"81",7.17,20.72,32.86,3.17,0.00,0.00,2.24,0.00,0.00,2.24,66.15,0.00,0.00,0.00,6.64,169.98,174.39,141.13,-141.13
"82",6.86,20.75,44.17,3.26,0.00,0.00,0.00,0.00,0.00,0.00,70.69,-4.35,0.00,0.00,6.64,169.98,169.41,120.67,-120.67
"83",6.82,20.77,49.29,3.20,0.00,0.00,0.00,0.00,0.00,0.00,75.28,-4.79,0.00,0.00,6.64,174.11,169.41,120.67,-120.67
"84",7.00,20.37,48.09,3.30,0.00,0.00,0.30,0.00,0.00,0.30,79.05,0.00,0.00,0.00,6.64,178.66,169.41,141.13,-141.13
"85",7.27,20.15,41.07,3.32,0.00,6.40,6.40,0.00,0.96,0.00,79.18,0.00,0.00,0.00,6.64,178.66,168.76,141.13,-141.13
"86",7.46,19.91,28.06,3.22,5.11,0.00,0.00,0.00,5.34,0.00,69.10,0.00,0.00,0.00,5.62,178.66,168.76,141.13,-141.13
"87",7.89,23.95,9.74,3.21,13.00,7.38,7.38,0.00,0.00,0.00,65.17,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"88",8.43,30.86,0.02,3.26,5.16,16.55,16.55,0.00,0.00,0.00,64.27,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"89",8.63,33.66,0.00,3.41,5.17,13.21,13.21,0.00,0.00,0.00,64.08,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"90",8.63,33.64,0.00,3.76,0.00,21.15,21.15,0.00,0.00,0.00,67.17,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"91",8.42,31.60,0.00,3.98,1.16,25.03,25.03,0.00,0.00,0.00,70.18,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"92",8.18,29.36,0.00,3.78,13.00,10.64,10.64,0.00,0.00,0.00,64.96,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"93",7.82,26.02,0.00,3.36,5.19,19.62,19.62,0.00,0.00,0.00,62.01,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"94",7.47,23.28,0.00,3.05,0.00,22.62,22.62,0.00,0.00,0.00,56.42,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"95",7.11,21.45,0.00,2.94,0.00,21.72,21.72,0.00,0.00,0.00,53.22,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"96",6.71,21.10,0.00,2.86,13.00,8.08,8.08,0.00,0.00,0.00,51.75,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"97",6.49,21.29,0.00,2.69,0.00,22.51,22.51,0.00,0.00,0.00,52.98,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"98",6.41,22.17,0.00,2.54,0.00,20.08,20.08,0.00,0.00,0.00,51.21,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"99",6.39,22.10,0.00,2.41,13.00,7.68,7.68,0.00,0.00,0.00,51.59,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"100",6.46,22.50,0.00,2.36,0.00,20.58,20.58,0.00,0.00,0.00,51.90,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"101",6.52,22.53,0.00,2.36,0.00,21.14,21.14,0.00,0.00,0.00,52.56,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"102",6.61,22.50,0.00,2.57,13.00,9.78,9.78,0.00,0.00,0.00,54.46,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"103",6.77,22.42,1.47,2.99,13.00,6.84,6.84,0.00,0.00,0.00,53.50,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"104",6.87,21.47,13.61,3.41,13.00,3.84,3.84,0.00,0.00,0.00,62.20,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"105",6.57,20.52,27.86,3.62,0.00,0.00,5.99,0.00,0.00,5.99,64.56,0.00,0.00,0.00,0.00,178.66,168.76,141.13,-141.13
"106",6.02,20.58,39.01,3.77,0.00,1.22,1.22,0.00,0.00,0.00,70.60,0.00,0.00,0.00,0.00,178.66,155.45,141.13,-141.13
"107",5.29,19.73,45.53,3.75,0.00,0.00,0.00,0.00,0.00,0.00,72.89,-1.41,0.00,0.00,0.00,178.66,155.45,120.67,-120.67
"108",4.50,17.68,43.95,3.63,0.00,5.14,5.14,0.00,0.00,0.00,74.89,0.00,0.00,0.00,0.00,180.00,155.45,141.13,-141.13
"109",4.12,15.66,36.08,3.37,5.08,0.00,7.23,0.00,0.00,7.23,71.55,0.00,0.00,0.00,0.00,180.00,155.45,141.13,-141.13
"110",4.09,14.29,23.29,3.19,5.11,19.12,19.12,0.00,0.00,0.00,69.09,0.00,0.00,0.00,0.00,180.00,139.38,141.13,-141.13
"111",4.55,16.76,8.31,2.98,1.45,32.93,32.93,0.00,0.00,0.00,66.98,0.00,0.00,0.00,0.00,180.00,139.38,141.13,-141.13
"112",5.40,21.17,0.10,2.96,0.00,0.00,32.82,0.00,0.00,32.82,62.46,0.00,0.00,0.00,0.00,180.00,139.38,141.13,-141.13
"113",6.18,22.92,0.00,3.16,5.19,24.28,24.28,0.00,0.00,0.00,61.73,0.00,0.00,0.00,0.00,180.00,66.44,141.13,-141.13
"114",6.71,22.91,0.00,3.71,0.00,0.00,29.90,0.00,0.00,29.90,63.23,0.00,0.00,0.00,0.00,180.00,66.44,141.13,-141.13
"115",6.68,21.84,0.00,4.18,0.00,32.09,32.09,0.00,0.00,0.00,64.80,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"116",6.33,20.45,0.00,3.97,3.74,32.93,32.93,0.00,0.00,0.00,67.42,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"117",5.94,19.02,0.00,3.60,0.61,32.93,32.93,0.00,0.00,0.00,62.09,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"118",5.53,17.71,0.00,3.39,0.00,30.32,30.32,0.00,0.00,0.00,56.95,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"119",5.16,16.73,0.00,3.24,0.00,27.49,27.49,0.00,0.00,0.00,52.62,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"120",4.93,16.31,0.00,3.03,0.00,27.93,27.93,0.00,0.00,0.00,52.20,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"121",5.00,16.17,0.00,2.67,5.29,24.06,24.06,0.00,0.00,0.00,53.19,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"122",5.34,16.09,0.00,2.70,0.00,31.66,31.66,0.00,0.00,0.00,55.79,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"123",5.85,16.17,0.00,2.65,13.00,19.15,19.15,0.00,0.00,0.00,56.81,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"124",6.34,16.62,0.00,2.67,5.26,24.44,24.44,0.00,0.00,0.00,55.33,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"125",6.76,17.53,0.00,2.64,5.29,20.98,20.98,0.00,0.00,0.00,53.20,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"126",7.12,18.87,0.00,2.79,13.00,10.31,10.31,0.00,0.00,0.00,52.09,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"127",7.24,19.85,0.42,3.09,0.00,32.35,32.35,0.00,0.00,0.00,62.96,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"128",7.17,19.76,8.66,3.44,0.00,27.26,27.26,0.00,0.00,0.00,66.29,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"129",6.76,18.60,20.94,3.59,0.00,21.76,21.76,0.00,0.00,0.00,71.65,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"130",6.39,18.76,30.25,3.61,0.00,18.14,18.14,0.00,0.00,0.00,77.16,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"131",6.26,18.97,34.40,3.81,13.00,7.17,7.17,0.00,0.00,0.00,83.61,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"132",6.31,18.59,33.28,3.77,0.00,22.20,22.20,0.00,0.00,0.00,84.15,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"133",6.58,18.74,27.67,3.55,0.00,20.79,20.79,0.00,0.00,0.00,77.33,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"134",7.07,19.36,17.51,3.38,0.00,11.94,11.94,9.30,0.00,0.00,68.56,0.00,0.00,0.00,0.00,180.00,0.00,141.13,-141.13
"135",7.83,23.62,5.56,3.40,0.96,25.07,25.07,0.00,0.00,0.00,66.45,0.00,0.00,0.00,0.00,169.67,0.00,141.13,-141.13
"136",8.55,29.27,0.03,3.37,0.00,13.40,13.40,9.30,0.00,0.00,63.93,0.00,0.00,0.00,0.00,169.67,0.00,141.13,-141.13
"137",8.81,30.42,0.00,3.60,0.00,23.23,23.23,0.00,0.00,0.00,66.06,0.00,0.00,0.00,0.00,159.33,0.00,141.13,-141.13
"138",8.68,29.13,0.00,4.12,0.00,28.07,28.07,0.00,0.00,0.00,69.99,0.00,0.00,0.00,0.00,159.33,0.00,141.13,-141.13
"139",8.33,27.00,0.00,4.24,0.00,28.40,28.40,0.00,0.00,0.00,67.97,0.00,0.00,0.00,0.00,159.33,0.00,141.13,-141.13
"140",7.79,24.80,0.00,4.08,0.00,32.93,32.93,0.99,0.00,0.00,70.58,0.00,0.00,0.00,0.00,159.33,0.00,141.13,-141.13
"141",7.17,22.85,0.00,3.56,0.00,32.03,32.03,0.00,0.00,0.00,65.61,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"142",6.43,21.09,0.00,3.37,0.00,27.99,27.99,0.00,0.00,0.00,58.89,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"143",5.63,19.21,0.00,3.33,0.00,26.87,26.87,0.00,0.00,0.00,55.04,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"144",5.02,17.67,0.00,3.15,0.00,27.03,27.03,0.00,0.00,0.00,52.87,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"145",4.68,16.57,0.00,2.84,0.00,27.92,27.92,0.00,0.00,0.00,52.01,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"146",4.47,15.95,0.00,2.78,0.00,26.89,26.89,0.00,0.00,0.00,50.10,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"147",4.36,15.66,0.00,2.74,0.00,29.69,29.69,0.00,0.00,0.00,52.46,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"148",4.26,15.49,0.00,2.63,0.00,30.34,30.34,0.00,0.00,0.00,52.72,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"149",4.12,15.66,0.00,2.60,0.00,29.65,29.65,0.00,0.00,0.00,52.03,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"150",3.93,15.93,0.00,2.71,0.00,30.97,30.97,0.00,0.00,0.00,53.55,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"151",3.72,16.01,0.27,3.01,3.59,32.93,32.93,0.00,0.00,0.00,59.53,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"152",3.52,15.31,6.65,3.32,2.50,32.93,32.93,0.00,0.00,0.00,64.22,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"153",3.18,13.30,17.57,3.48,1.80,32.93,32.93,0.00,0.00,0.00,72.25,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"154",2.61,12.48,27.79,3.91,0.00,16.65,16.65,9.30,0.00,0.00,72.74,0.00,0.00,0.00,0.00,158.24,0.00,141.13,-141.13
"155",2.13,11.72,32.98,3.99,0.00,14.08,14.08,9.30,0.00,0.00,74.19,0.00,0.00,0.00,0.00,147.90,0.00,141.13,-141.13
"156",1.92,11.28,31.86,3.96,0.00,15.80,15.80,9.30,0.00,0.00,74.12,0.00,0.00,0.00,0.00,137.57,0.00,141.13,-141.13
"157",2.06,11.61,26.25,3.77,0.00,17.52,17.52,9.30,0.00,0.00,70.52,0.00,0.00,0.00,0.00,127.24,0.00,141.13,-141.13
"158",2.55,13.18,15.00,3.39,0.00,19.30,19.30,9.30,0.00,0.00,62.72,0.00,0.00,0.00,0.00,116.90,0.00,141.13,-141.13
"159",3.50,18.07,3.70,3.25,0.00,21.92,21.92,9.30,0.00,0.00,59.75,0.00,0.00,0.00,0.00,106.57,0.00,141.13,-141.13
"160",4.50,23.83,0.01,3.29,0.00,27.16,27.16,0.00,0.00,0.00,58.78,0.00,0.00,0.00,0.00,96.24,0.00,141.13,-141.13
"161",5.11,26.87,0.00,3.48,0.00,22.82,22.82,0.00,0.00,0.00,58.28,0.00,0.00,0.00,0.00,96.24,0.00,141.13,-141.13
"162",5.22,26.96,0.00,3.95,0.00,23.99,23.99,0.00,0.00,0.00,60.13,0.00,0.00,0.00,0.00,96.24,0.00,141.13,-141.13
"163",4.97,25.47,0.00,4.13,0.00,27.91,27.91,0.00,0.00,0.00,62.48,0.00,0.00,0.00,0.00,96.24,0.00,141.13,-141.13
"164",4.59,23.26,0.00,4.17,0.00,30.68,30.68,0.00,0.00,0.00,62.70,0.00,0.00,0.00,0.00,96.24,0.00,141.13,-141.13
"165",4.17,21.41,0.00,3.89,0.00,21.09,21.09,5.59,0.00,0.00,56.14,0.00,0.00,0.00,0.00,96.24,0.00,141.13,-141.13
"166",3.79,20.79,0.00,3.82,13.00,13.93,13.93,0.00,0.00,0.00,55.34,0.00,0.00,0.00,0.00,90.03,0.00,141.13,-141.13
"167",3.60,20.28,0.00,3.91,0.00,24.23,24.23,0.00,0.00,0.00,52.02,0.00,0.00,0.00,0.00,90.03,0.00,141.13,-141.13
"168",3.66,20.62,0.00,3.83,13.00,9.11,9.11,0.00,0.00,0.00,50.22,0.00,0.00,0.00,0.00,90.03,0.00,141.13,-141.13
"169",3.88,21.17,0.00,3.61,0.00,20.72,20.72,0.00,0.00,0.00,49.39,0.00,0.00,0.00,0.00,90.03,0.00,141.13,-141.13
"170",4.07,21.56,0.00,3.51,0.00,16.78,16.78,0.00,0.00,0.00,45.92,0.00,0.00,0.00,0.00,90.03,0.00,141.13,-141.13
"171",4.15,21.55,0.00,3.42,0.00,16.36,16.36,0.00,0.00,0.00,45.49,0.00,0.00,0.00,0.00,90.03,0.00,141.13,-141.13
