"hour","offshore","onshore","pv","river","lake","biogas","gas","phs","battery","methanation","demand","Pump","ElecStr","CH4","Bat_SOC","PHS_SOC","CH4_SOC","elec_price","gas_price"
"2732",2.63,7.66,0.00,4.90,12.86,0.00,0.00,9.30,12.51,0.00,49.85,0.00,0.00,0.00,74.73,130.22,2632.33,127.81,-127.81
"2733",2.48,7.98,0.00,4.95,12.86,0.00,0.00,9.30,12.12,0.00,49.69,0.00,0.00,0.00,61.57,119.89,2632.33,127.81,-127.81
"2734",2.48,8.43,0.00,4.92,12.86,0.00,0.00,0.00,21.10,0.00,49.79,0.00,0.00,0.00,48.81,109.56,2632.33,127.81,-127.81
"2735",2.88,9.19,0.00,5.12,12.86,0.00,21.25,2.61,0.00,21.25,53.90,0.00,0.00,0.00,26.60,109.56,2632.33,127.81,-127.81
"2736",3.37,10.30,0.00,5.07,12.86,0.00,0.00,9.30,12.96,0.00,53.86,0.00,0.00,0.00,26.60,106.66,2585.10,127.81,-127.81
"2737",3.37,11.96,0.00,4.79,12.86,0.00,0.00,9.30,7.16,0.00,49.43,0.00,0.00,0.00,12.96,96.33,2585.10,127.81,-127.81
"2738",3.01,13.36,0.00,4.75,12.86,0.00,0.00,9.30,5.04,0.00,48.32,0.00,0.00,0.00,5.42,85.99,2585.10,127.81,-127.81
"2739",2.94,13.60,0.00,4.80,12.86,0.00,11.78,0.00,0.00,11.78,45.97,0.00,0.00,0.00,0.11,75.66,2585.10,127.81,-127.81
"2740",3.35,13.35,0.00,4.71,12.86,0.00,0.00,9.30,0.11,0.00,43.66,0.00,0.00,0.00,0.11,75.66,2558.91,127.81,-127.81
"2741",3.76,12.26,2.03,4.60,12.86,0.00,0.00,7.64,0.00,0.00,43.14,0.00,0.00,0.00,0.00,65.33,2558.91,127.81,-127.81
"2742",3.76,8.71,12.62,4.55,12.86,0.00,0.00,1.26,0.00,0.00,43.76,0.00,0.00,0.00,0.00,56.84,2558.91,127.81,-127.81
"2743",4.24,8.44,28.76,4.49,0.00,0.00,0.00,0.00,0.00,0.00,43.53,-2.40,0.00,0.00,0.00,55.43,2558.91,109.28,-109.28
"2744",4.49,9.08,45.31,4.61,0.00,0.00,0.00,0.00,0.00,0.00,45.19,-9.30,-0.47,-8.52,0.00,57.71,2558.91,0.00,0.00
"2745",4.12,9.58,57.87,4.72,0.00,0.00,0.00,0.00,0.00,0.00,47.67,-9.30,-10.79,-8.52,0.42,66.55,2563.94,0.00,0.00
"2746",4.02,10.18,65.89,4.67,0.00,0.00,0.00,0.00,0.00,0.00,49.74,-9.30,-17.19,-8.52,10.14,75.38,2568.97,0.00,0.00
"2747",4.64,11.24,68.28,4.60,0.00,0.00,0.00,0.00,0.00,0.00,51.04,-9.30,-19.13,-8.52,25.61,84.22,2574.00,0.00,0.00
"2748",5.26,12.95,68.26,4.65,0.00,0.00,0.00,0.00,0.00,0.00,52.44,-9.30,-20.86,-8.52,42.82,93.05,2579.03,0.00,0.00
"2749",5.93,14.35,64.84,4.72,0.00,0.00,0.00,0.00,0.00,0.00,53.96,-9.30,-18.05,-8.52,61.60,101.89,2584.06,0.00,0.00
"2750",7.04,15.90,54.29,4.66,0.00,0.00,0.00,0.00,0.00,0.00,50.18,-9.30,-13.90,-8.52,77.84,110.72,2589.09,0.00,0.00
"2751",7.79,17.02,38.43,4.63,0.00,0.00,0.00,0.00,0.00,0.00,47.85,-9.30,-2.19,-8.52,90.35,119.56,2594.12,0.00,0.00
"2752",7.63,17.10,23.50,4.59,0.00,0.00,0.00,0.00,0.00,0.00,46.56,-6.26,0.00,0.00,92.32,128.39,2599.15,109.28,-109.28
"2753",7.12,16.65,8.80,4.58,0.00,0.00,0.00,8.61,0.00,0.00,45.77,0.00,0.00,0.00,92.32,134.34,2599.15,127.81,-127.81
"2754",6.49,17.87,0.86,4.58,7.70,0.00,0.00,9.30,0.00,0.00,46.81,0.00,0.00,0.00,92.32,124.77,2599.15,127.81,-127.81
"2755",6.60,20.03,0.00,4.66,0.00,0.00,0.00,0.00,18.56,0.00,49.85,0.00,0.00,0.00,92.32,114.44,2599.15,127.81,-127.81
"2756",6.72,20.80,0.00,4.74,0.00,0.00,0.00,9.30,9.83,0.00,51.39,0.00,0.00,0.00,72.78,114.44,2599.15,127.81,-127.81
"2757",6.68,20.62,0.00,4.76,12.86,0.00,0.00,7.74,0.00,0.00,52.66,0.00,0.00,0.00,62.43,104.11,2599.15,127.81,-127.81
"2758",6.59,20.19,0.00,4.73,12.04,0.00,0.00,9.30,0.00,0.00,52.84,0.00,0.00,0.00,62.43,95.51,2599.15,127.81,-127.81
"2759",6.77,19.53,0.00,4.88,12.86,0.00,0.00,0.00,12.41,0.00,56.44,0.00,0.00,0.00,62.43,85.17,2599.15,127.81,-127.81
"2760",6.99,19.05,0.00,4.94,12.86,0.00,0.00,0.00,11.84,0.00,55.67,0.00,0.00,0.00,49.37,85.17,2599.15,127.81,-127.81
"2761",6.90,18.19,0.00,4.71,12.86,0.00,0.00,0.00,9.15,0.00,51.81,0.00,0.00,0.00,36.91,85.17,2599.15,127.81,-127.81
"2762",6.49,17.12,0.00,4.56,12.86,0.00,0.00,9.30,0.67,0.00,51.00,0.00,0.00,0.00,27.28,85.17,2599.15,127.81,-127.81
"2763",5.96,16.20,0.00,4.61,12.86,0.00,0.00,9.30,0.28,0.00,49.20,0.00,0.00,0.00,26.57,74.84,2599.15,127.81,-127.81
"2764",5.59,14.91,0.00,4.56,12.86,0.00,0.00,9.30,0.25,0.00,47.47,0.00,0.00,0.00,26.28,64.51,2599.15,127.81,-127.81
"2765",5.38,13.82,2.22,4.50,12.86,0.00,0.00,0.00,9.49,0.00,48.28,0.00,0.00,0.00,26.01,54.17,2599.15,127.81,-127.81
"2766",4.84,11.61,13.25,4.67,12.86,0.00,0.00,0.00,5.37,0.00,52.60,0.00,0.00,0.00,16.02,54.17,2599.15,127.81,-127.81
"2767",4.22,11.17,29.58,4.90,8.35,0.00,0.00,0.00,0.00,0.00,58.22,0.00,0.00,0.00,10.37,54.17,2599.15,127.81,-127.81
"2768",3.98,12.25,45.26,4.95,0.00,0.00,0.00,0.00,0.00,0.00,62.40,-4.05,0.00,0.00,10.37,54.17,2599.15,109.28,-109.28
"2769",3.76,13.15,57.74,5.08,0.00,0.00,0.00,0.00,0.00,0.00,64.12,-9.30,-6.32,0.00,10.37,58.01,2599.15,107.57,-107.57
"2770",3.60,14.23,66.41,4.98,0.00,0.00,0.00,0.00,0.00,0.00,64.30,-9.30,-15.63,0.00,16.06,66.85,2599.15,107.57,-107.57
"2771",3.72,16.01,68.56,4.96,0.00,0.00,0.00,0.00,0.00,0.00,63.92,-9.30,-20.03,0.00,30.12,75.68,2599.15,107.57,-107.57
"2772",4.08,18.19,65.56,4.96,0.00,0.00,0.00,0.00,0.00,0.00,64.30,-9.30,-19.19,0.00,48.15,84.52,2599.15,107.57,-107.57
"2773",4.53,20.30,56.28,4.93,0.00,0.00,0.00,0.00,0.00,0.00,64.17,-9.30,-12.58,0.00,65.42,93.35,2599.15,107.57,-107.57
"2774",4.84,21.86,45.01,4.83,0.00,0.00,0.00,0.00,0.00,0.00,62.66,-9.30,-4.58,0.00,76.74,102.19,2599.15,107.57,-107.57
"2775",5.26,22.74,33.61,4.74,0.00,0.00,0.00,0.00,0.00,0.00,60.73,-5.61,0.00,0.00,80.86,111.02,2599.15,109.28,-109.28
"2776",5.55,22.18,21.52,4.59,5.23,0.00,0.00,0.00,0.00,0.00,59.06,0.00,0.00,0.00,80.86,116.36,2599.15,127.81,-127.81
"2777",5.26,20.14,8.78,4.68,12.86,0.00,0.00,5.85,0.00,0.00,57.57,0.00,0.00,0.00,80.86,116.36,2599.15,127.81,-127.81
"2778",4.88,20.54,0.96,4.75,12.86,0.00,0.00,9.30,4.45,0.00,57.73,0.00,0.00,0.00,80.86,109.85,2599.15,127.81,-127.81
"2779",4.99,22.55,0.00,4.93,12.86,0.00,0.00,9.30,5.87,0.00,60.49,0.00,0.00,0.00,76.18,99.52,2599.15,127.81,-127.81
"2780",4.94,22.96,0.00,5.01,12.86,0.00,0.00,9.30,5.26,0.00,60.33,0.00,0.00,0.00,70.00,89.19,2599.15,127.81,-127.81
"2781",4.58,22.59,0.00,5.00,12.86,0.00,0.00,9.30,4.41,0.00,58.74,0.00,0.00,0.00,64.46,78.85,2599.15,127.81,-127.81
"2782",4.18,21.87,0.00,4.97,12.86,0.00,0.00,9.30,4.48,0.00,57.65,0.00,0.00,0.00,59.82,68.52,2599.15,127.81,-127.81
"2783",3.73,21.11,0.00,4.92,12.86,0.00,0.00,9.30,8.35,0.00,60.26,0.00,0.00,0.00,55.10,58.19,2599.15,127.81,-127.81
"2784",3.43,20.13,0.00,4.85,0.00,0.00,0.00,9.30,21.56,0.00,59.28,0.00,0.00,0.00,46.31,47.85,2599.15,127.81,-127.81
"2785",3.35,19.47,0.00,4.59,12.86,0.00,0.00,9.30,4.69,0.00,54.25,0.00,0.00,0.00,23.62,37.52,2599.15,127.81,-127.81
"2786",3.52,19.10,0.00,4.58,12.86,0.00,0.00,0.00,13.07,0.00,53.12,0.00,0.00,0.00,18.68,27.19,2599.15,127.81,-127.81
"2787",3.80,19.10,0.00,4.58,12.86,0.00,0.00,9.30,1.39,0.00,51.02,0.00,0.00,0.00,4.92,27.19,2599.15,127.81,-127.81
"2788",4.11,19.63,0.00,4.51,11.31,0.00,0.00,9.30,0.00,0.00,48.86,0.00,0.00,0.00,3.45,16.85,2599.15,127.81,-127.81
"2789",4.34,19.45,2.12,4.49,12.86,0.00,0.00,5.87,0.00,0.00,49.12,0.00,0.00,0.00,3.45,6.52,2599.15,127.81,-127.81
"2790",4.07,19.45,11.76,4.52,9.71,0.00,0.00,0.00,3.28,0.00,52.79,0.00,0.00,0.00,3.45,0.00,2599.15,127.81,-127.81
"2791",4.16,23.56,26.82,4.66,0.00,0.00,0.00,0.00,0.00,0.00,58.21,0.00,0.00,-0.99,0.00,0.00,2599.15,32.50,-32.50
"2792",4.69,27.93,43.29,4.92,0.00,0.00,0.00,0.00,0.00,0.00,62.19,-9.30,0.00,-8.52,0.00,0.00,2599.73,0.00,0.00
"2793",4.99,29.02,56.00,4.94,0.00,0.00,0.00,0.00,0.00,0.00,63.93,-9.30,0.00,-8.52,0.00,8.84,2604.76,0.00,0.00
"2794",5.04,29.45,63.52,4.91,0.00,0.00,0.00,0.00,0.00,0.00,64.68,-9.30,0.00,-8.52,0.00,17.67,2609.79,0.00,0.00
"2795",5.16,30.43,68.97,4.92,0.00,0.00,0.00,0.00,0.00,0.00,64.24,-9.30,-17.86,-8.52,0.00,26.51,2614.82,0.00,0.00
"2796",5.49,32.06,69.70,4.86,0.00,0.00,0.00,0.00,0.00,0.00,64.47,-9.30,-25.67,-8.52,16.08,35.34,2619.85,0.00,0.00
"2797",6.01,34.34,63.73,4.84,0.00,0.00,0.00,0.00,0.00,0.00,64.33,-9.30,-25.67,-8.52,39.18,44.18,2624.88,0.00,0.00
"2798",6.57,37.19,52.24,4.78,0.00,0.00,0.00,0.00,0.00,0.00,62.87,-9.30,-20.08,-8.52,62.29,53.01,2629.91,0.00,0.00
"2799",7.15,40.37,38.47,4.74,0.00,0.00,0.00,0.00,0.00,0.00,61.02,-9.30,-11.88,-8.52,80.36,61.85,2634.94,0.00,0.00
"2800",7.58,42.01,24.03,4.64,0.00,0.00,0.00,0.00,0.00,0.00,59.03,-9.30,-1.40,-8.52,91.06,70.68,2639.97,0.00,0.00
"2801",7.58,39.33,9.53,4.70,0.00,0.00,0.00,4.93,0.00,0.00,57.55,0.00,0.00,-8.52,92.32,79.52,2645.00,32.50,-32.50
"2802",7.82,40.31,1.11,4.70,0.00,0.00,0.00,3.52,0.00,0.00,57.46,0.00,0.00,0.00,92.32,74.04,2650.03,32.50,-32.50
"2803",8.43,44.15,0.00,4.88,0.00,0.00,0.00,2.70,0.00,0.00,60.16,0.00,0.00,0.00,92.32,70.13,2650.03,32.50,-32.50
"2804",8.44,43.70,0.00,4.95,0.00,0.00,0.00,2.70,0.00,0.00,59.78,0.00,0.00,0.00,92.32,67.13,2650.03,32.50,-32.50
"2805",7.97,41.22,0.00,5.06,0.00,0.00,0.00,4.18,0.00,0.00,58.44,0.00,0.00,0.00,92.32,64.14,2650.03,32.50,-32.50
"2806",7.22,38.75,0.00,4.92,0.00,0.00,0.00,7.76,0.00,0.00,58.64,0.00,0.00,0.00,92.32,59.49,2650.03,32.50,-32.50
"2807",6.52,36.33,0.00,4.92,0.00,0.00,0.00,0.00,13.94,0.00,61.71,0.00,0.00,0.00,92.32,50.87,2650.03,32.50,-32.50
"2808",6.10,34.16,0.00,4.86,0.00,0.00,0.00,0.00,15.81,0.00,60.93,0.00,0.00,0.00,77.65,50.87,2650.03,32.50,-32.50
"2809",5.76,31.88,0.00,4.52,0.00,0.00,0.00,0.00,13.93,0.00,56.09,0.00,0.00,0.00,61.01,50.87,2650.03,32.50,-32.50
"2810",5.43,30.27,0.00,4.46,0.00,0.00,0.00,0.00,14.84,0.00,55.01,0.00,0.00,0.00,46.35,50.87,2650.03,32.50,-32.50
"2811",5.34,28.68,0.00,4.37,0.00,0.00,0.00,0.00,14.54,0.00,52.93,0.00,0.00,0.00,30.72,50.87,2650.03,32.50,-32.50
"2812",5.41,27.72,0.00,4.42,0.00,0.00,0.00,3.05,10.97,0.00,51.58,0.00,0.00,0.00,15.42,50.87,2650.03,32.50,-32.50
"2813",5.32,26.78,2.54,4.39,0.00,0.00,0.00,9.30,3.68,0.00,52.01,0.00,0.00,0.00,3.87,47.47,2650.03,32.50,-32.50
"2814",5.05,26.70,14.91,4.49,0.00,0.00,0.00,4.92,0.00,0.00,56.07,0.00,0.00,0.00,0.00,37.14,2650.03,32.50,-32.50
"2815",5.37,31.06,34.91,4.67,0.00,0.00,0.00,0.00,0.00,0.00,61.51,-5.98,0.00,-8.52,0.00,31.68,2650.03,27.79,-27.79
"2816",6.15,36.62,54.14,4.82,0.00,0.00,0.00,0.00,0.00,0.00,65.46,-9.30,0.00,-8.52,0.00,37.35,2655.06,0.00,0.00
"2817",6.90,40.67,68.37,4.85,0.00,0.00,0.00,0.00,0.00,0.00,66.30,-9.30,0.00,-8.52,0.00,46.19,2660.09,0.00,0.00
"2818",7.50,42.68,75.25,4.94,0.00,0.00,0.00,0.00,0.00,0.00,65.83,-9.30,0.00,-8.52,0.00,55.02,2665.12,0.00,0.00
"2819",8.22,44.16,77.01,4.69,0.00,0.00,0.00,0.00,0.00,0.00,65.18,-9.30,0.00,-8.52,0.00,63.86,2670.15,0.00,0.00
"2820",8.94,46.03,75.06,4.68,0.00,0.00,0.00,0.00,0.00,0.00,65.27,-9.30,0.00,-8.52,0.00,72.69,2675.18,0.00,0.00
"2821",9.39,48.25,68.91,4.62,0.00,0.00,0.00,0.00,0.00,0.00,64.56,-9.30,-23.23,-8.52,0.00,81.53,2680.21,0.00,0.00
"2822",9.66,50.74,58.16,4.53,0.00,0.00,0.00,0.00,0.00,0.00,62.86,-9.30,-25.67,-8.52,20.91,90.36,2685.24,0.00,0.00
"2823",9.94,54.02,44.00,4.54,0.00,0.00,0.00,0.00,0.00,0.00,60.84,-9.30,-25.67,-8.52,44.01,99.20,2690.26,0.00,0.00
"2824",10.30,56.73,26.53,4.46,0.00,0.00,0.00,0.00,0.00,0.00,58.69,-9.30,-21.51,-8.52,67.12,108.03,2695.29,0.00,0.00
"2825",10.51,56.17,10.27,4.46,0.00,0.00,0.00,0.00,0.00,0.00,57.09,-9.30,-6.49,-8.52,86.48,116.87,2700.32,0.00,0.00
"2826",10.50,54.37,1.24,4.51,0.00,0.00,0.00,0.00,0.00,0.00,56.94,-5.16,0.00,-8.52,92.32,125.70,2705.35,27.79,-27.79
"2827",10.45,52.25,0.00,4.78,0.00,0.00,0.00,0.43,0.00,0.00,59.40,0.00,0.00,-8.52,92.32,130.61,2710.38,32.50,-32.50
"2828",10.06,49.03,0.00,4.85,0.00,0.00,0.00,1.92,0.00,0.00,59.06,0.00,0.00,-6.80,92.32,130.12,2715.41,32.50,-32.50
"2829",9.19,45.28,0.00,4.92,0.00,0.00,0.00,1.15,0.00,0.00,58.06,0.00,0.00,-2.49,92.32,127.99,2719.42,32.50,-32.50
"2830",8.17,41.84,0.00,4.81,0.00,0.00,0.00,3.32,0.00,0.00,58.14,0.00,0.00,0.00,92.32,126.71,2720.89,32.50,-32.50
"2831",7.23,38.90,0.00,4.71,0.00,0.00,0.00,0.00,10.47,0.00,61.31,0.00,0.00,0.00,92.32,123.02,2720.89,32.50,-32.50
"2832",6.41,35.56,0.00,4.65,0.00,0.00,0.00,0.00,13.70,0.00,60.32,0.00,0.00,0.00,81.30,123.02,2720.89,32.50,-32.50
"2833",5.84,33.23,0.00,4.47,0.00,0.00,0.00,0.00,12.23,0.00,55.76,0.00,0.00,0.00,66.88,123.02,2720.89,32.50,-32.50
"2834",5.64,31.75,0.00,4.28,0.00,0.00,0.00,4.98,8.29,0.00,54.94,0.00,0.00,0.00,54.01,123.02,2720.89,32.50,-32.50
"2835",5.70,30.79,0.00,4.23,0.00,0.00,0.00,9.30,11.40,0.00,52.90,0.00,0.00,-8.52,45.28,117.49,2720.89,32.50,-32.50
"2836",5.48,29.09,0.00,4.26,0.00,0.00,0.00,9.30,11.48,0.00,51.08,0.00,0.00,-8.52,33.28,107.16,2725.92,32.50,-32.50
"2837",5.11,27.68,2.65,4.30,0.00,0.00,0.00,0.00,20.13,0.00,51.35,0.00,0.00,-8.52,21.19,96.82,2730.95,32.50,-32.50
"2838",4.60,28.74,16.59,4.45,0.00,0.00,0.00,1.00,0.00,0.00,55.38,0.00,0.00,0.00,0.00,96.82,2735.98,32.50,-32.50
"2839",4.33,30.10,39.35,4.60,0.00,0.00,0.00,0.00,0.00,0.00,60.89,-8.97,0.00,-8.52,0.00,95.71,2735.98,27.79,-27.79
"2840",4.29,31.09,60.66,4.71,0.00,0.00,0.00,0.00,0.00,0.00,64.88,-9.30,0.00,-8.52,0.00,104.23,2741.01,0.00,0.00
"2841",4.31,32.02,76.30,4.73,0.00,0.00,0.00,0.00,0.00,0.00,65.33,-9.30,0.00,-8.52,0.00,113.06,2746.04,0.00,0.00
"2842",4.20,32.98,85.64,4.67,0.00,0.00,0.00,0.00,0.00,0.00,65.02,-9.30,0.00,-8.52,0.00,121.90,2751.07,0.00,0.00
"2843",4.03,34.12,89.09,4.58,0.00,0.00,0.00,0.00,0.00,0.00,63.98,-9.30,-8.30,-8.52,0.00,130.73,2756.10,0.00,0.00
"2844",3.88,35.01,87.35,4.52,0.00,0.00,0.00,0.00,0.00,0.00,63.58,-9.30,-25.67,-8.52,7.47,139.57,2761.13,0.00,0.00
"2845",3.80,35.16,80.91,4.47,0.00,0.00,0.00,0.00,0.00,0.00,62.83,-9.30,-25.67,-8.52,30.58,148.40,2766.15,0.00,0.00
"2846",3.73,34.67,69.20,4.41,0.00,0.00,0.00,0.00,0.00,0.00,61.15,-9.30,-25.67,-8.52,53.69,157.24,2771.18,0.00,0.00
"2847",3.73,33.49,52.62,4.23,0.00,0.00,0.00,0.00,0.00,0.00,58.99,-9.30,-17.25,-8.52,76.80,166.07,2776.21,0.00,0.00
"2848",3.69,31.02,31.94,4.12,0.00,0.00,0.00,0.00,0.00,0.00,56.89,-5.36,0.00,-8.52,92.32,174.91,2781.24,27.79,-27.79
"2849",3.55,26.39,11.29,4.21,0.00,0.00,0.00,9.30,0.62,0.00,55.37,0.00,0.00,0.00,92.32,180.00,2786.27,127.81,-127.81
"2850",3.41,23.02,1.26,4.26,11.78,0.00,0.00,0.00,11.20,0.00,54.93,0.00,0.00,0.00,91.67,169.67,2786.27,127.81,-127.81
"2851",3.34,22.53,0.00,4.48,0.00,0.00,0.00,9.30,17.70,0.00,57.35,0.00,0.00,0.00,79.88,169.67,2786.27,127.81,-127.81
"2852",3.40,20.69,0.00,4.55,0.00,0.00,0.00,9.30,18.75,0.00,56.69,0.00,0.00,0.00,61.25,159.33,2786.27,127.81,-127.81
"2853",3.71,18.34,0.00,4.69,0.00,0.00,0.00,9.30,20.01,0.00,56.05,0.00,0.00,0.00,41.51,149.00,2786.27,127.81,-127.81
"2854",4.38,16.72,0.00,4.62,12.86,0.00,0.00,9.30,8.45,0.00,56.33,0.00,0.00,0.00,20.45,138.67,2786.27,127.81,-127.81
"2855",5.27,16.57,0.00,4.64,12.86,0.00,0.00,9.30,10.98,0.00,59.61,0.00,0.00,0.00,11.55,128.33,2786.27,127.81,-127.81
"2856",6.11,17.58,0.00,4.53,0.10,0.00,21.25,9.30,0.00,21.25,58.87,0.00,0.00,0.00,0.00,118.00,2786.27,127.81,-127.81
"2857",6.58,18.99,0.00,4.41,0.00,0.00,14.98,9.30,0.00,14.98,54.26,0.00,0.00,0.00,0.00,107.67,2739.04,127.81,-127.81
"2858",6.54,19.83,0.00,4.33,12.86,0.00,0.42,9.30,0.00,0.42,53.28,0.00,0.00,0.00,0.00,97.33,2705.76,127.81,-127.81
"2859",6.21,19.89,0.00,4.26,11.60,0.00,0.00,9.30,0.00,0.00,51.26,0.00,0.00,0.00,0.00,87.00,2704.83,127.81,-127.81
"2860",5.86,19.55,0.01,4.10,10.88,0.00,0.00,9.30,0.00,0.00,49.69,0.00,0.00,0.00,0.00,76.67,2704.83,127.81,-127.81
"2861",5.29,17.98,2.97,4.12,10.68,0.00,0.00,9.30,0.00,0.00,50.34,0.00,0.00,0.00,0.00,66.33,2704.83,127.81,-127.81
"2862",4.52,15.78,17.71,4.28,2.37,0.00,0.00,9.30,0.00,0.00,53.97,0.00,0.00,0.00,0.00,56.00,2704.83,127.81,-127.81
"2863",4.38,18.61,37.61,4.46,0.00,0.00,0.00,0.00,0.00,0.00,59.24,-5.82,0.00,0.00,0.00,45.67,2704.83,109.28,-109.28
"2864",4.06,20.10,55.96,4.65,0.00,0.00,0.00,0.00,0.00,0.00,63.04,-9.30,0.00,-8.52,0.00,51.20,2704.83,0.00,0.00
"2865",3.62,20.55,70.75,4.79,0.00,0.00,0.00,0.00,0.00,0.00,63.76,-9.30,0.00,-8.52,0.00,60.03,2709.86,0.00,0.00
"2866",3.29,20.84,79.74,4.79,0.00,0.00,0.00,0.00,0.00,0.00,63.23,-9.30,-7.44,-8.52,0.00,68.87,2714.89,0.00,0.00
"2867",3.17,21.16,83.42,4.68,0.00,0.00,0.00,0.00,0.00,0.00,62.04,-9.30,-25.67,-8.52,6.70,77.70,2719.92,0.00,0.00
"2868",3.14,21.82,80.91,4.64,0.00,0.00,0.00,0.00,0.00,0.00,62.19,-9.30,-25.67,-8.52,29.81,86.54,2724.95,0.00,0.00
"2869",3.30,22.79,74.37,4.58,0.00,0.00,0.00,0.00,0.00,0.00,61.85,-9.30,-25.37,-8.52,52.91,95.37,2729.98,0.00,0.00
"2870",3.62,22.86,62.95,4.36,0.00,0.00,0.00,0.00,0.00,0.00,59.57,-9.30,-16.40,-8.52,75.75,104.21,2735.01,0.00,0.00
"2871",3.81,21.52,47.57,4.20,0.00,0.00,0.00,0.00,0.00,0.00,57.27,-9.30,-2.01,-8.52,90.51,113.04,2740.03,0.00,0.00
"2872",3.69,18.67,28.20,4.20,0.00,0.00,0.35,0.00,0.00,0.35,55.10,0.00,0.00,0.00,92.32,121.88,2745.06,127.81,-127.81
"2873",3.54,14.81,10.22,4.23,0.00,0.00,0.00,9.30,11.49,0.00,53.59,0.00,0.00,0.00,92.32,121.88,2744.30,127.81,-127.81
"2874",3.66,13.26,1.26,4.30,0.00,0.00,0.00,9.30,21.83,0.00,53.61,0.00,0.00,0.00,80.23,111.55,2744.30,127.81,-127.81
"2875",4.01,12.68,0.00,4.44,10.20,0.00,0.00,9.30,14.77,0.00,55.41,0.00,0.00,0.00,57.25,101.21,2744.30,127.81,-127.81
"2876",4.43,11.83,0.00,4.57,12.86,0.00,0.00,9.30,12.26,0.00,55.25,0.00,0.00,0.00,41.70,90.88,2744.30,127.81,-127.81
"2877",5.53,12.71,0.00,4.62,12.86,0.00,0.00,9.30,9.68,0.00,54.70,0.00,0.00,0.00,28.80,80.55,2744.30,127.81,-127.81
"2878",6.71,15.09,0.00,4.52,12.86,0.00,0.00,9.30,6.62,0.00,55.11,0.00,0.00,0.00,18.61,70.21,2744.30,127.81,-127.81
"2879",7.77,17.75,0.00,4.56,12.86,0.00,0.00,9.30,6.12,0.00,58.35,0.00,0.00,0.00,11.64,59.88,2744.30,127.81,-127.81
"2880",8.71,20.27,0.00,4.48,12.86,0.00,0.00,9.30,1.84,0.00,57.45,0.00,0.00,0.00,5.19,49.55,2744.30,127.81,-127.81
"2881",9.57,22.31,0.00,4.33,6.65,0.00,0.00,9.30,0.00,0.00,52.16,0.00,0.00,0.00,3.26,39.21,2744.30,127.81,-127.81
"2882",10.33,23.84,0.00,4.24,0.00,0.00,0.00,9.30,3.10,0.00,50.80,0.00,0.00,0.00,3.26,28.88,2744.30,127.81,-127.81
"2883",11.13,24.85,0.00,4.05,0.00,0.00,0.00,7.98,0.00,0.00,48.02,0.00,0.00,0.00,0.00,18.55,2744.30,127.81,-127.81
"2884",11.62,25.93,0.01,3.89,0.00,0.00,0.00,4.38,0.00,0.00,45.82,0.00,0.00,0.00,0.00,9.68,2744.30,127.81,-127.81
"2885",12.15,26.64,2.61,3.80,0.00,0.00,0.00,0.00,0.00,0.00,45.21,0.00,0.00,0.00,0.00,4.81,2744.30,109.28,-109.28
"2886",12.58,27.07,12.61,3.86,0.00,0.00,0.00,0.00,0.00,0.00,46.74,-9.30,0.00,-0.08,0.00,4.81,2744.30,32.50,-32.50
"2887",13.09,29.27,28.79,3.96,0.00,0.00,0.00,0.00,0.00,0.00,47.55,-9.30,-1.51,-8.52,0.00,13.65,2744.34,0.00,0.00
"2888",13.56,35.86,43.06,4.10,0.00,0.00,0.00,0.00,0.00,0.00,50.17,-9.30,0.00,-8.52,1.36,22.48,2749.37,0.00,0.00
"2889",13.64,40.02,50.70,4.22,0.00,0.00,0.00,0.00,0.00,0.00,53.30,-9.30,0.00,-8.52,1.36,31.32,2754.40,0.00,0.00
"2890",13.43,42.23,55.17,4.22,0.00,0.00,0.00,0.00,0.00,0.00,54.97,-9.30,0.00,-8.52,1.36,40.15,2759.43,0.00,0.00
"2891",13.12,44.01,58.50,4.14,0.00,0.00,0.00,0.00,0.00,0.00,55.21,-9.30,0.00,-8.52,1.36,48.99,2764.46,0.00,0.00
"2892",12.71,45.36,60.60,4.06,0.00,0.00,0.00,0.00,0.00,0.00,56.21,-9.30,-25.67,-8.52,1.36,57.82,2769.49,0.00,0.00
"2893",12.27,45.48,58.72,3.90,0.00,0.00,0.00,0.00,0.00,0.00,57.49,-9.30,-25.67,-8.52,24.46,66.66,2774.52,0.00,0.00
"2894",11.58,43.91,50.95,3.70,0.00,0.00,0.00,0.00,0.00,0.00,54.55,-9.30,-25.67,-8.52,47.57,75.49,2779.55,0.00,0.00
"2895",10.71,40.04,38.21,3.57,0.00,0.00,0.00,0.00,0.00,0.00,52.54,-9.30,-22.17,-8.52,70.68,84.33,2784.58,0.00,0.00
"2896",9.52,33.81,23.79,3.49,0.00,0.00,0.00,0.00,0.00,0.00,50.90,-9.30,-1.88,-8.52,90.63,93.16,2789.61,0.00,0.00
"2897",7.98,26.98,9.82,3.57,0.00,1.47,1.47,0.00,0.00,0.00,49.81,0.00,0.00,0.00,92.32,102.00,2794.64,127.81,-127.81
"2898",6.60,23.82,1.46,3.86,5.31,0.00,0.00,9.30,0.00,0.00,50.35,0.00,0.00,0.00,92.32,102.00,2794.64,127.81,-127.81
"2899",6.00,23.94,0.00,4.13,0.00,0.00,0.00,9.30,8.91,0.00,52.29,0.00,0.00,0.00,92.32,91.66,2794.64,127.81,-127.81
