"hour","offshore","onshore","pv","river","lake","biogas","gas","phs","battery","methanation","demand","Pump","ElecStr","CH4","Bat_SOC","PHS_SOC","CH4_SOC","elec_price","gas_price"
"0",14.66,50.77,0.00,1.27,0.00,0.00,0.00,1.99,0.00,0.00,60.17,0.00,0.00,-8.52,0.00,69.39,8203.50,0.00,0.00
"1",14.91,52.38,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,56.68,-3.39,0.00,-8.52,0.00,67.18,8208.53,0.00,0.00
"2",14.91,53.38,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,55.78,-5.09,0.00,-8.52,0.00,70.40,8213.56,0.00,0.00
"3",14.80,53.74,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,53.16,-7.97,0.00,-8.52,0.00,75.24,8218.59,0.00,0.00
"4",14.44,53.46,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,50.21,-9.30,0.00,-8.52,0.00,82.81,8223.62,0.00,0.00
"5",14.11,53.71,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,48.66,-9.30,0.00,-8.52,0.00,91.65,8228.65,0.00,0.00
"6",13.91,53.87,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,48.74,-9.30,0.00,-8.52,0.00,100.48,8233.68,0.00,0.00
"7",13.70,54.01,0.46,1.18,0.00,0.00,0.00,0.00,0.00,0.00,49.11,-9.30,0.00,-8.52,0.00,109.32,8238.71,0.00,0.00
"8",13.66,53.43,6.96,1.19,0.00,0.00,0.00,0.00,0.00,0.00,49.55,-9.30,0.00,-8.52,0.00,118.15,8243.74,0.00,0.00
"9",13.49,51.02,18.02,1.31,0.00,0.00,0.00,0.00,0.00,0.00,48.94,-9.30,0.00,-8.52,0.00,126.99,8248.77,0.00,0.00
"10",13.33,49.94,27.78,1.38,0.00,0.00,0.00,0.00,0.00,0.00,50.52,-9.30,-9.92,-8.52,0.00,135.82,8253.80,0.00,0.00
"11",13.40,51.22,31.80,1.38,0.00,0.00,0.00,0.00,0.00,0.00,52.33,-9.30,-25.67,-8.52,8.92,144.66,8258.83,0.00,0.00
"12",13.55,51.46,30.69,1.29,0.00,0.00,0.00,0.00,0.00,0.00,54.33,-9.30,-24.82,-8.52,32.03,153.49,8263.86,0.00,0.00
"13",13.71,51.29,23.78,1.36,0.00,0.00,0.00,0.00,0.00,0.00,56.74,0.00,-24.87,-8.52,54.37,162.33,8268.89,0.00,0.00
"14",13.87,50.73,14.06,1.25,0.00,0.00,0.00,0.00,0.00,0.00,54.30,-9.30,0.00,-8.52,76.75,162.33,8273.92,0.00,0.00
"15",14.05,51.79,4.03,1.27,0.00,0.00,0.00,0.00,0.00,0.00,52.23,-9.30,0.00,-8.52,76.75,171.17,8278.95,0.00,0.00
"16",14.20,52.63,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,51.66,0.00,-7.90,-8.52,76.75,180.00,8283.98,0.00,0.00
"17",14.25,52.68,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,52.33,0.00,-7.42,-8.52,83.86,180.00,8289.01,0.00,0.00
"18",14.16,51.88,0.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,56.98,0.00,-1.99,-8.52,90.53,180.00,8294.04,0.00,0.00
"19",13.91,50.70,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,59.25,0.00,0.00,-7.18,92.32,180.00,8299.06,32.50,-32.50
"20",13.63,48.74,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,59.01,0.00,0.00,-5.07,92.32,180.00,8303.30,32.50,-32.50
"21",13.25,47.04,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,57.09,0.00,0.00,-4.69,92.32,180.00,8306.29,32.50,-32.50
"22",12.75,45.69,0.00,1.47,0.00,0.00,0.00,0.00,0.00,0.00,55.11,0.00,0.00,-4.79,92.32,180.00,8309.06,32.50,-32.50
"23",12.14,43.74,0.00,1.39,0.00,0.00,0.00,0.94,0.00,0.00,58.20,0.00,0.00,0.00,92.32,180.00,8311.89,32.50,-32.50
"24",11.65,41.99,0.00,1.31,0.00,0.00,0.00,2.40,0.00,0.00,57.35,0.00,0.00,0.00,92.32,178.95,8311.89,32.50,-32.50
"25",11.27,40.89,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,52.73,0.00,0.00,-0.59,92.32,176.29,8311.89,32.50,-32.50
"26",10.88,39.88,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,51.51,0.00,0.00,-0.34,92.32,176.29,8312.23,32.50,-32.50
"27",10.57,38.86,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,49.01,0.00,0.00,-1.57,92.32,176.29,8312.44,32.50,-32.50
"28",10.17,38.67,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,46.95,0.00,0.00,-3.06,92.32,176.29,8313.36,32.50,-32.50
"29",9.61,37.72,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,46.53,0.00,0.00,-2.01,92.32,176.29,8315.17,32.50,-32.50
"30",8.82,35.57,0.00,1.21,0.00,0.00,0.00,2.14,0.00,0.00,47.74,0.00,0.00,0.00,92.32,176.29,8316.35,32.50,-32.50
"31",7.90,32.96,1.19,1.18,0.00,0.00,0.00,7.18,0.00,0.00,49.42,0.00,0.00,-0.99,92.32,173.92,8316.35,32.50,-32.50
"32",6.84,28.81,11.79,1.23,0.00,0.00,0.00,2.84,0.00,0.00,51.52,0.00,0.00,0.00,92.32,165.94,8316.94,32.50,-32.50
"33",5.34,23.96,24.84,1.33,0.00,0.00,0.00,0.00,0.00,0.00,52.98,0.00,0.00,-2.51,92.32,162.78,8316.94,32.50,-32.50
"34",3.84,22.22,38.71,1.43,0.00,0.00,0.00,0.00,0.00,0.00,55.74,-1.94,0.00,-8.52,92.32,162.78,8318.42,27.79,-27.79
"35",2.83,22.63,47.15,1.50,0.00,0.00,0.00,0.00,0.00,0.00,57.24,-8.36,0.00,-8.52,92.32,164.63,8323.45,27.79,-27.79
"36",2.23,22.81,48.68,1.58,0.00,0.00,0.00,0.00,0.00,0.00,58.95,-7.82,0.00,-8.52,92.32,172.57,8328.48,27.79,-27.79
"37",2.09,23.07,42.32,1.62,0.00,0.00,0.00,0.00,0.00,0.00,61.22,0.00,0.00,-7.88,92.32,180.00,8333.51,32.50,-32.50
"38",2.14,22.72,30.27,1.46,0.00,0.00,2.08,0.00,0.00,2.08,58.68,0.00,0.00,0.00,92.32,180.00,8338.15,127.81,-127.81
"39",2.32,24.26,10.23,1.43,0.00,0.00,18.35,0.00,0.00,18.35,56.59,0.00,0.00,0.00,92.32,180.00,8333.52,127.81,-127.81
"40",2.33,25.64,0.04,1.59,0.00,0.00,21.25,4.76,0.00,21.25,55.62,0.00,0.00,0.00,92.32,180.00,8292.74,151.49,-127.81
"41",2.07,24.53,0.00,1.90,0.00,0.00,21.25,6.30,0.00,21.25,56.05,0.00,0.00,0.00,92.32,174.71,8245.51,151.49,-127.81
"42",1.68,21.90,0.00,2.24,4.56,21.25,21.25,9.30,0.00,0.00,60.94,0.00,0.00,0.00,92.32,167.71,8198.28,218.13,-127.81
"43",1.36,19.07,0.00,2.49,0.00,0.00,21.25,9.30,9.88,21.25,63.35,0.00,0.00,0.00,92.32,157.37,8198.28,218.13,-127.81
"44",1.15,16.66,0.00,2.43,0.00,0.00,21.25,9.30,11.61,21.25,62.41,0.00,0.00,0.00,81.92,147.04,8151.04,218.13,-127.81
"45",0.95,15.06,0.00,2.12,0.00,21.25,21.25,9.30,10.95,0.00,59.64,0.00,0.00,0.00,69.70,136.71,8103.81,218.13,-127.81
"46",0.74,14.07,0.00,1.93,4.26,21.25,21.25,9.30,5.75,0.00,57.31,0.00,0.00,0.00,58.17,126.37,8103.81,218.13,-127.81
"47",0.64,13.82,0.00,1.93,0.00,21.25,21.25,9.30,13.99,0.00,60.92,0.00,0.00,0.00,52.12,116.04,8103.81,218.13,-127.81
"48",0.62,13.95,0.00,1.90,0.00,21.25,21.25,9.30,13.21,0.00,60.24,0.00,0.00,0.00,37.40,105.71,8103.81,218.13,-127.81
"49",0.65,14.01,0.00,1.79,0.00,21.25,21.25,9.30,8.82,0.00,55.83,0.00,0.00,0.00,23.49,95.37,8103.81,218.13,-127.81
"50",0.76,13.85,0.00,1.73,0.00,21.25,21.25,9.30,7.51,0.00,54.41,0.00,0.00,0.00,14.21,85.04,8103.81,218.13,-127.81
"51",1.08,13.78,0.00,1.64,0.00,0.00,21.25,9.30,4.48,21.25,51.54,0.00,0.00,0.00,6.31,74.71,8103.81,218.13,-127.81
"52",1.37,14.01,0.00,1.49,0.00,0.00,21.25,9.30,1.51,21.25,48.93,0.00,0.00,0.00,1.59,64.37,8056.58,218.13,-127.81
"53",1.32,14.16,0.00,1.45,0.53,21.25,21.25,9.30,0.00,0.00,48.01,0.00,0.00,0.00,0.00,54.04,8009.35,218.13,-127.81
"54",1.29,14.15,0.00,1.48,1.25,0.00,21.25,9.30,0.00,21.25,48.72,0.00,0.00,0.00,0.00,43.71,8009.35,218.13,-127.81
"55",1.44,14.36,2.19,1.53,0.00,21.25,21.25,9.08,0.00,0.00,49.85,0.00,0.00,0.00,0.00,33.37,7962.12,151.49,-127.81
"56",1.63,13.91,17.56,1.67,0.00,21.25,21.25,0.00,0.00,0.00,51.40,-4.63,0.00,0.00,0.00,23.28,7962.12,129.52,-127.81
"57",1.82,13.17,34.50,1.71,0.00,0.00,21.25,0.00,0.00,21.25,52.61,-9.30,-10.54,0.00,0.00,27.68,7962.12,127.81,-127.81
"58",2.00,13.70,46.80,1.88,0.00,0.00,21.25,0.00,0.00,21.25,55.49,-9.30,-20.84,0.00,9.49,36.51,7914.89,127.81,-127.81
"59",2.41,14.45,53.29,1.99,0.00,0.00,20.69,0.00,0.00,20.69,57.86,-9.30,-25.67,0.00,28.24,45.35,7867.66,127.81,-127.81
"60",2.90,15.25,52.86,2.01,0.00,0.00,21.25,0.00,0.00,21.25,60.20,-9.30,-24.77,0.00,51.35,54.18,7821.67,127.81,-127.81
"61",3.25,15.75,45.32,2.00,0.00,0.00,21.25,0.00,0.00,21.25,62.61,-9.30,-15.67,0.00,73.64,63.02,7774.44,127.81,-127.81
"62",3.69,16.11,30.22,1.85,0.00,16.84,16.84,0.00,0.00,0.00,59.41,-9.30,0.00,0.00,87.74,71.85,7727.21,127.81,-127.81
"63",4.54,18.02,10.25,1.71,0.00,0.00,21.25,1.76,0.00,21.25,57.54,0.00,0.00,0.00,87.74,80.69,7727.21,151.49,-127.81
"64",5.36,19.93,0.06,1.72,0.00,21.25,21.25,0.00,8.54,0.00,56.87,0.00,0.00,0.00,87.74,78.74,7679.97,151.49,-127.81
"65",5.84,20.72,0.00,1.90,0.00,21.25,21.25,7.37,0.33,0.00,57.41,0.00,0.00,0.00,78.75,78.74,7679.97,151.49,-127.81
"66",6.06,21.31,0.00,2.21,0.00,21.25,21.25,0.00,11.21,0.00,62.05,0.00,0.00,0.00,78.41,70.55,7679.97,151.49,-127.81
"67",6.10,21.72,0.00,2.57,0.00,21.25,21.25,0.00,13.65,0.00,65.29,0.00,0.00,0.00,66.60,70.55,7679.97,151.49,-127.81
"68",5.95,21.77,0.00,2.56,0.00,0.00,21.25,0.00,12.80,21.25,64.33,0.00,0.00,0.00,52.24,70.55,7679.97,151.49,-127.81
"69",5.38,21.73,0.00,2.27,0.00,0.00,21.25,0.00,10.90,21.25,61.53,0.00,0.00,0.00,38.76,70.55,7632.74,151.49,-127.81
"70",4.72,21.45,0.00,2.27,0.00,21.25,21.25,8.89,0.00,0.00,58.58,0.00,0.00,0.00,27.29,70.55,7585.51,151.49,-127.81
"71",4.26,21.02,0.00,2.14,0.00,21.25,21.25,0.00,12.80,0.00,61.48,0.00,0.00,0.00,27.29,60.66,7585.51,151.49,-127.81
"72",4.25,19.95,0.00,2.00,0.00,21.25,21.25,0.00,12.95,0.00,60.41,0.00,0.00,0.00,13.82,60.66,7585.51,151.49,-127.81
"73",4.70,19.02,0.00,1.85,0.00,21.25,21.25,9.30,0.17,0.00,56.29,0.00,0.00,0.00,0.18,60.66,7585.51,151.49,-127.81
"74",5.35,18.31,0.00,1.72,0.00,21.25,21.25,8.64,0.00,0.00,55.28,0.00,0.00,0.00,0.00,50.33,7585.51,151.49,-127.81
"75",6.31,18.19,0.00,1.73,0.00,21.25,21.25,5.46,0.00,0.00,52.95,0.00,0.00,0.00,0.00,40.73,7585.51,151.49,-127.81
"76",7.25,19.32,0.00,1.78,0.00,21.25,21.25,1.32,0.00,0.00,50.93,0.00,0.00,0.00,0.00,34.66,7585.51,151.49,-127.81
"77",8.07,21.26,0.00,1.86,0.00,0.00,21.25,0.00,0.00,21.25,51.42,-1.02,0.00,0.00,0.00,33.20,7585.51,129.52,-127.81
"78",8.85,23.31,0.00,2.07,0.00,0.00,21.25,0.08,0.00,21.25,55.57,0.00,0.00,0.00,0.00,34.17,7538.28,151.49,-127.81
"79",9.44,25.74,2.18,2.42,0.00,21.25,21.25,2.01,0.00,0.00,63.04,0.00,0.00,0.00,0.00,34.09,7491.05,151.49,-127.81
"80",9.85,26.85,15.81,2.75,0.00,0.00,21.25,0.00,0.00,21.25,68.55,-7.97,0.00,0.00,0.00,31.85,7491.05,129.52,-127.81
"81",9.61,25.78,30.98,3.17,0.00,0.00,21.25,0.00,0.00,21.25,69.05,-9.30,-12.45,0.00,0.00,39.42,7443.82,127.81,-127.81
"82",9.20,25.82,41.64,3.26,0.00,0.00,19.80,0.00,0.00,19.80,69.61,-9.30,-20.81,0.00,11.20,48.25,7396.58,127.81,-127.81
"83",9.14,25.84,46.47,3.20,0.00,0.00,0.00,0.00,0.00,0.00,69.40,-9.30,-5.96,0.00,29.93,57.09,7352.58,127.81,-127.81
"84",9.38,25.35,45.34,3.30,0.00,0.00,0.00,0.00,0.00,0.00,70.08,-9.30,-3.98,0.00,35.30,65.92,7352.58,127.81,-127.81
"85",9.75,25.08,38.72,3.32,0.00,0.00,21.25,0.00,0.00,21.25,70.01,-9.30,-18.81,0.00,38.88,74.76,7352.58,127.81,-127.81
"86",10.00,24.78,26.45,3.22,0.00,0.00,21.25,0.00,0.00,21.25,68.30,-9.30,-8.11,0.00,55.81,83.59,7305.34,127.81,-127.81
"87",10.58,29.81,9.18,3.21,0.00,0.00,21.25,0.00,0.00,21.25,66.46,-7.58,0.00,0.00,63.11,92.43,7258.11,129.52,-127.81
"88",11.30,38.40,0.02,3.26,0.00,0.00,21.25,0.00,0.00,21.25,65.78,-8.45,0.00,0.00,63.11,99.62,7210.88,129.52,-127.81
"89",11.58,41.89,0.00,3.41,0.00,0.00,21.25,0.00,0.00,21.25,66.44,-9.30,-2.39,0.00,63.11,107.65,7163.65,127.81,-127.81
"90",11.57,41.86,0.00,3.76,0.00,0.00,21.25,0.00,0.00,21.25,71.63,-6.81,0.00,0.00,65.26,116.48,7116.42,129.52,-127.81
"91",11.29,39.32,0.00,3.98,0.00,21.25,21.25,0.00,0.00,0.00,74.63,-1.21,0.00,0.00,65.26,122.95,7069.19,129.52,-127.81
"92",10.97,36.54,0.00,3.78,0.00,0.00,21.25,0.00,0.00,21.25,71.88,-0.66,0.00,0.00,65.26,124.11,7069.19,129.52,-127.81
"93",10.48,32.38,0.00,3.36,0.00,0.00,21.25,0.00,0.00,21.25,67.49,0.00,0.00,0.00,65.26,124.73,7021.95,151.49,-127.81
"94",10.01,28.97,0.00,3.05,0.00,21.25,21.25,0.00,0.47,0.00,63.76,0.00,0.00,0.00,65.26,124.73,6974.72,151.49,-127.81
"95",9.53,26.69,0.00,2.94,0.00,0.00,21.25,0.00,5.78,21.25,66.20,0.00,0.00,0.00,64.76,124.73,6974.72,151.49,-127.81
"96",9.00,26.25,0.00,2.86,0.00,0.00,21.25,2.94,2.50,21.25,64.81,0.00,0.00,0.00,58.67,124.73,6927.49,151.49,-127.81
"97",8.70,26.50,0.00,2.69,0.00,21.25,21.25,1.20,0.00,0.00,60.35,0.00,0.00,0.00,56.04,121.46,6880.26,151.49,-127.81
"98",8.60,27.59,0.00,2.54,0.00,0.00,21.25,0.00,0.00,21.25,59.06,-0.93,0.00,0.00,56.04,120.12,6880.26,129.52,-127.81
"99",8.57,27.50,0.00,2.41,0.00,0.00,21.25,0.00,0.00,21.25,56.91,-2.83,0.00,0.00,56.04,121.01,6833.03,129.52,-127.81
"100",8.66,28.00,0.00,2.36,0.00,0.00,21.25,0.00,0.00,21.25,54.98,-5.30,0.00,0.00,56.04,123.69,6785.80,129.52,-127.81
"101",8.75,28.04,0.00,2.36,0.00,0.00,21.25,0.00,0.00,21.25,55.53,-4.88,0.00,0.00,56.04,128.72,6738.57,129.52,-127.81
"102",8.86,28.00,0.00,2.57,0.00,0.00,21.25,0.00,0.00,21.25,59.35,-1.34,0.00,0.00,56.04,133.36,6691.33,129.52,-127.81
"103",9.08,27.90,1.39,2.99,0.00,0.00,21.25,0.00,4.10,21.25,66.71,0.00,0.00,0.00,56.04,134.63,6644.10,151.49,-127.81
"104",9.21,26.72,12.83,3.41,0.00,21.25,21.25,0.00,0.00,0.00,72.17,-1.26,0.00,0.00,51.73,134.63,6596.87,129.52,-127.81
"105",8.81,25.53,26.27,3.62,0.00,17.31,17.31,0.00,0.00,0.00,72.24,-9.30,0.00,0.00,51.73,135.82,6596.87,127.81,-127.81
"106",8.07,25.61,36.78,3.77,0.00,0.00,21.25,0.00,0.00,21.25,72.10,-9.30,-14.08,0.00,51.73,144.66,6596.87,127.81,-127.81
"107",7.09,24.55,42.93,3.75,0.00,0.00,21.25,0.00,0.00,21.25,71.85,-9.30,-18.42,0.00,64.41,153.49,6549.64,127.81,-127.81
"108",6.03,22.00,41.43,3.63,0.00,0.00,21.25,0.00,0.00,21.25,72.45,-9.30,-12.60,0.00,80.98,162.33,6502.41,127.81,-127.81
"109",5.53,19.49,34.01,3.37,0.00,18.94,18.94,0.00,0.00,0.00,72.05,-9.30,0.00,0.00,92.32,171.17,6455.18,127.81,-127.81
"110",5.49,17.78,21.96,3.19,1.04,0.00,21.25,0.00,0.00,21.25,70.72,0.00,0.00,0.00,92.32,180.00,6455.18,218.13,-127.81
"111",6.10,20.86,7.83,2.98,2.35,21.25,21.25,7.85,0.00,0.00,69.24,0.00,0.00,0.00,92.32,180.00,6407.94,218.13,-127.81
"112",7.24,26.35,0.10,2.96,1.31,21.25,21.25,9.30,0.00,0.00,68.51,0.00,0.00,0.00,92.32,171.27,6407.94,218.13,-127.81
"113",8.29,28.53,0.00,3.16,0.00,0.00,21.25,7.96,0.00,21.25,69.19,0.00,0.00,0.00,92.32,160.94,6407.94,218.13,-127.81
"114",9.00,28.52,0.00,3.71,0.00,0.00,21.25,0.00,11.73,21.25,74.21,0.00,0.00,0.00,92.32,152.09,6360.71,218.13,-127.81
"115",8.96,27.18,0.00,4.18,0.00,21.25,21.25,0.68,14.71,0.00,76.98,0.00,0.00,0.00,79.97,152.09,6313.48,218.13,-127.81
"116",8.49,25.45,0.00,3.97,0.00,21.25,21.25,0.00,14.74,0.00,73.90,0.00,0.00,0.00,64.48,151.34,6313.48,218.13,-127.81
"117",7.96,23.67,0.00,3.60,12.82,21.25,21.25,0.00,0.00,0.00,69.31,0.00,0.00,0.00,48.97,151.34,6313.48,218.13,-127.81
"118",7.42,22.04,0.00,3.39,11.21,21.25,21.25,0.00,0.00,0.00,65.31,0.00,0.00,0.00,48.97,151.34,6313.48,218.13,-127.81
"119",6.91,20.82,0.00,3.24,6.10,21.25,21.25,9.30,0.00,0.00,67.63,0.00,0.00,0.00,48.97,151.34,6313.48,218.13,-127.81
"120",6.62,20.30,0.00,3.03,5.83,21.25,21.25,9.30,0.00,0.00,66.32,0.00,0.00,0.00,48.97,141.00,6313.48,218.13,-127.81
"121",6.71,20.13,0.00,2.67,10.72,21.25,21.25,0.00,0.00,0.00,61.47,0.00,0.00,0.00,48.97,130.67,6313.48,218.13,-127.81
"122",7.16,20.02,0.00,2.70,9.17,21.25,21.25,0.00,0.00,0.00,60.30,0.00,0.00,0.00,48.97,130.67,6313.48,218.13,-127.81
"123",7.84,20.12,0.00,2.65,6.32,21.25,21.25,0.00,0.00,0.00,58.19,0.00,0.00,0.00,48.97,130.67,6313.48,218.13,-127.81
"124",8.50,20.68,0.00,2.67,0.00,21.25,21.25,3.21,0.00,0.00,56.32,0.00,0.00,0.00,48.97,130.67,6313.48,218.13,-127.81
"125",9.06,21.81,0.00,2.64,0.00,21.25,21.25,1.69,0.00,0.00,56.46,0.00,0.00,0.00,48.97,127.10,6313.48,218.13,-127.81
"126",9.54,23.48,0.00,2.79,3.19,21.25,21.25,0.00,0.00,0.00,60.26,0.00,0.00,0.00,48.97,125.22,6313.48,218.13,-127.81
"127",9.71,24.71,0.40,3.09,8.14,21.25,21.25,0.00,0.00,0.00,67.30,0.00,0.00,0.00,48.97,125.22,6313.48,218.13,-127.81
"128",9.62,24.59,8.16,3.44,0.00,21.25,21.25,6.12,0.00,0.00,73.17,0.00,0.00,0.00,48.97,125.22,6313.48,218.13,-127.81
"129",9.06,23.15,19.74,3.59,0.00,0.00,21.25,0.00,0.00,21.25,73.53,-3.27,0.00,0.00,48.97,118.43,6313.48,186.50,-127.81
"130",8.57,23.34,28.52,3.61,0.00,21.25,21.25,0.00,0.00,0.00,73.28,-9.30,-2.72,0.00,48.97,121.53,6266.25,184.79,-127.81
"131",8.39,23.61,32.43,3.81,0.00,21.25,21.25,0.00,0.00,0.00,73.02,-9.30,-7.17,0.00,51.42,130.37,6266.25,184.79,-127.81
"132",8.46,23.14,31.37,3.77,0.00,21.25,21.25,0.00,0.00,0.00,73.50,-9.30,-5.19,0.00,57.88,139.20,6266.25,184.79,-127.81
"133",8.83,23.32,26.08,3.55,0.00,21.25,21.25,0.00,0.00,0.00,72.91,-9.30,-0.82,0.00,62.55,148.04,6266.25,184.79,-127.81
"134",9.48,24.09,16.51,3.38,0.00,0.00,21.25,0.00,0.00,21.25,71.36,-3.35,0.00,0.00,63.29,156.87,6266.25,186.50,-127.81
"135",10.50,29.40,5.24,3.40,0.00,21.25,21.25,0.00,0.00,0.00,69.68,-0.11,0.00,0.00,63.29,160.06,6219.02,186.50,-127.81
"136",11.46,36.43,0.03,3.37,0.00,21.25,21.25,0.00,0.00,0.00,68.52,-4.03,0.00,0.00,63.29,160.17,6219.02,186.50,-127.81
"137",11.81,37.86,0.00,3.60,0.00,21.25,21.25,0.00,0.00,0.00,69.01,-5.51,0.00,0.00,63.29,163.99,6219.02,186.50,-127.81
"138",11.63,36.25,0.00,4.12,0.00,21.25,21.25,0.81,0.00,0.00,74.07,0.00,0.00,0.00,63.29,169.23,6219.02,218.13,-127.81
"139",11.17,33.60,0.00,4.24,6.67,21.25,21.25,0.00,0.00,0.00,76.93,0.00,0.00,0.00,63.29,168.33,6219.02,218.13,-127.81
"140",10.45,30.86,0.00,4.08,0.00,21.25,21.25,7.34,0.00,0.00,73.98,0.00,0.00,0.00,63.29,168.33,6219.02,218.13,-127.81
"141",9.61,28.44,0.00,3.56,6.50,21.25,21.25,0.00,0.00,0.00,69.37,0.00,0.00,0.00,63.29,160.17,6219.02,218.13,-127.81
"142",8.62,26.25,0.00,3.37,0.00,21.25,21.25,6.20,0.00,0.00,65.69,0.00,0.00,0.00,63.29,160.17,6219.02,218.13,-127.81
"143",7.55,23.91,0.00,3.33,2.54,21.25,21.25,9.30,0.00,0.00,67.88,0.00,0.00,0.00,63.29,153.29,6219.02,218.13,-127.81
"144",6.73,22.00,0.00,3.15,4.48,21.25,21.25,9.30,0.00,0.00,66.91,0.00,0.00,0.00,63.29,142.95,6219.02,218.13,-127.81
"145",6.27,20.62,0.00,2.84,11.04,21.25,21.25,0.00,0.00,0.00,62.03,0.00,0.00,0.00,63.29,132.62,6219.02,218.13,-127.81
"146",6.00,19.85,0.00,2.78,11.06,21.25,21.25,0.00,0.00,0.00,60.95,0.00,0.00,0.00,63.29,132.62,6219.02,218.13,-127.81
"147",5.85,19.49,0.00,2.74,0.00,21.25,21.25,9.15,0.00,0.00,58.48,0.00,0.00,0.00,63.29,132.62,6219.02,218.13,-127.81
"148",5.72,19.27,0.00,2.63,7.57,21.25,21.25,0.00,0.00,0.00,56.45,0.00,0.00,0.00,63.29,122.46,6219.02,218.13,-127.81
"149",5.52,19.49,0.00,2.60,7.48,21.25,21.25,0.00,0.00,0.00,56.35,0.00,0.00,0.00,63.29,122.46,6219.02,218.13,-127.81
"150",5.27,19.83,0.00,2.71,11.04,21.25,21.25,0.00,0.00,0.00,60.11,0.00,0.00,0.00,63.29,122.46,6219.02,218.13,-127.81
"151",4.98,19.92,0.25,3.01,8.87,21.25,21.25,9.30,0.00,0.00,67.60,0.00,0.00,0.00,63.29,122.46,6219.02,218.13,-127.81
"152",4.71,19.06,6.27,3.32,0.00,21.25,21.25,0.00,18.25,0.00,72.86,0.00,0.00,0.00,63.29,112.12,6219.02,218.13,-127.81
"153",4.26,16.55,16.56,3.48,10.92,21.25,21.25,0.00,0.00,0.00,73.02,0.00,0.00,0.00,44.08,112.12,6219.02,218.13,-127.81
"154",3.50,15.53,26.20,3.91,2.78,21.25,21.25,0.00,0.00,0.00,73.17,0.00,0.00,0.00,44.08,112.12,6219.02,218.13,-127.81
"155",2.85,14.58,31.09,3.99,0.00,21.25,21.25,0.00,0.00,0.00,72.95,-0.82,0.00,0.00,44.08,112.12,6219.02,186.50,-127.81
"156",2.58,14.03,30.04,3.96,1.51,21.25,21.25,0.00,0.00,0.00,73.37,0.00,0.00,0.00,44.08,112.90,6219.02,218.13,-127.81
"157",2.77,14.45,24.75,3.77,0.00,21.25,21.25,5.47,0.00,0.00,72.46,0.00,0.00,0.00,44.08,112.90,6219.02,218.13,-127.81
"158",3.42,16.40,14.14,3.39,12.04,21.25,21.25,0.00,0.00,0.00,70.64,0.00,0.00,0.00,44.08,106.82,6219.02,218.13,-127.81
"159",4.69,22.49,3.49,3.25,4.29,21.25,21.25,9.30,0.00,0.00,68.77,0.00,0.00,0.00,44.08,106.82,6219.02,218.13,-127.81
"160",6.03,29.66,0.01,3.29,0.00,21.25,21.25,7.41,0.00,0.00,67.65,0.00,0.00,0.00,44.08,96.49,6219.02,218.13,-127.81
"161",6.85,33.44,0.00,3.48,3.20,21.25,21.25,0.00,0.00,0.00,68.23,0.00,0.00,0.00,44.08,88.26,6219.02,218.13,-127.81
"162",7.00,33.55,0.00,3.95,0.00,21.25,21.25,7.50,0.00,0.00,73.26,0.00,0.00,0.00,44.08,88.26,6219.02,218.13,-127.81
"163",6.67,31.69,0.00,4.13,12.54,21.25,21.25,0.00,0.00,0.00,76.29,0.00,0.00,0.00,44.08,79.93,6219.02,218.13,-127.81
"164",6.15,28.94,0.00,4.17,12.86,21.25,21.25,0.00,0.02,0.00,73.39,0.00,0.00,0.00,44.08,79.93,6219.02,218.13,-127.81
"165",5.59,26.64,0.00,3.89,0.00,21.25,21.25,0.00,11.41,0.00,68.78,0.00,0.00,0.00,44.06,79.93,6219.02,218.13,-127.81
"166",5.08,25.87,0.00,3.82,9.06,21.25,21.25,0.00,0.00,0.00,65.09,0.00,0.00,0.00,32.05,79.93,6219.02,218.13,-127.81
"167",4.83,25.23,0.00,3.91,12.26,21.25,21.25,0.00,0.00,0.00,67.48,0.00,0.00,0.00,32.05,79.93,6219.02,218.13,-127.81
"168",4.90,25.66,0.00,3.83,1.41,21.25,21.25,9.30,0.00,0.00,66.36,0.00,0.00,0.00,32.05,79.93,6219.02,218.13,-127.81
"169",5.21,26.35,0.00,3.61,5.21,21.25,21.25,0.00,0.00,0.00,61.63,0.00,0.00,0.00,32.05,69.59,6219.02,218.13,-127.81
