offshore,0,0.237428571
offshore,1,0.228285714
offshore,2,0.223571429
offshore,3,0.222142857
offshore,4,0.225571429
offshore,5,0.235428571
offshore,6,0.249
offshore,7,0.264714286
offshore,8,0.278285714
offshore,9,0.286428571
offshore,10,0.275857143
offshore,11,0.257857143
offshore,12,0.238
offshore,13,0.233714286
offshore,14,0.243285714
offshore,15,0.274142857
offshore,16,0.344
offshore,17,0.420285714
offshore,18,0.486571429
offshore,19,0.532857143
offshore,20,0.557428571
offshore,21,0.570571429
offshore,22,0.589857143
offshore,23,0.605428571
offshore,24,0.627428571
offshore,25,0.647142857
offshore,26,0.663857143
offshore,27,0.681428571
offshore,28,0.702
offshore,29,0.714428571
offshore,30,0.727857143
offshore,31,0.741714286
offshore,32,0.749285714
offshore,33,0.742285714
offshore,34,0.726142857
offshore,35,0.699
offshore,36,0.672571429
offshore,37,0.663857143
offshore,38,0.676142857
offshore,39,0.718857143
offshore,40,0.760857143
offshore,41,0.783428571
offshore,42,0.793571429
offshore,43,0.788428571
offshore,44,0.77
offshore,45,0.744714286
offshore,46,0.723571429
offshore,47,0.716285714
offshore,48,0.715285714
offshore,49,0.733
offshore,50,0.762571429
offshore,51,0.783714286
offshore,52,0.800142857
offshore,53,0.802571429
offshore,54,0.810857143
offshore,55,0.816142857
offshore,56,0.813285714
offshore,57,0.798142857
offshore,58,0.776571429
offshore,59,0.755428571
offshore,60,0.731857143
offshore,61,0.705285714
offshore,62,0.696571429
offshore,63,0.689
offshore,64,0.654
offshore,65,0.617285714
offshore,66,0.587142857
offshore,67,0.555
offshore,68,0.520857143
offshore,69,0.495285714
offshore,70,0.456714286
offshore,71,0.424142857
offshore,72,0.411571429
offshore,73,0.408
offshore,74,0.371428571
offshore,75,0.320714286
offshore,76,0.302285714
offshore,77,0.361142857
offshore,78,0.441142857
offshore,79,0.523857143
offshore,80,0.605714286
offshore,81,0.640857143
offshore,82,0.668
offshore,83,0.697285714
offshore,84,0.747
offshore,85,0.775
offshore,86,0.799285714
offshore,87,0.828142857
offshore,88,0.871
offshore,89,0.911
offshore,90,0.946142857
offshore,91,0.963714286
offshore,92,0.968571429
offshore,93,0.974142857
offshore,94,0.976428571
offshore,95,0.976285714
offshore,96,0.962714286
offshore,97,0.929
offshore,98,0.899571429
offshore,99,0.904714286
offshore,100,0.898428571
offshore,101,0.895714286
offshore,102,0.887
offshore,103,0.878571429
offshore,104,0.864428571
offshore,105,0.847428571
offshore,106,0.852857143
offshore,107,0.863857143
offshore,108,0.854714286
offshore,109,0.818285714
offshore,110,0.774714286
offshore,111,0.745571429
offshore,112,0.723
offshore,113,0.704285714
offshore,114,0.703142857
offshore,115,0.718714286
offshore,116,0.747142857
offshore,117,0.747428571
offshore,118,0.705142857
offshore,119,0.689285714
offshore,120,0.683
offshore,121,0.663
offshore,122,0.639142857
offshore,123,0.585
offshore,124,0.528857143
offshore,125,0.469142857
offshore,126,0.384428571
offshore,127,0.324428571
offshore,128,0.285142857
offshore,129,0.283428571
offshore,130,0.292714286
offshore,131,0.356857143
offshore,132,0.466571429
offshore,133,0.575285714
offshore,134,0.624285714
offshore,135,0.699571429
offshore,136,0.773285714
offshore,137,0.839
offshore,138,0.880428571
offshore,139,0.905428571
offshore,140,0.929142857
offshore,141,0.934142857
offshore,142,0.947857143
offshore,143,0.967285714
offshore,144,0.965142857
offshore,145,0.97
offshore,146,0.969857143
offshore,147,0.969571429
offshore,148,0.970142857
offshore,149,0.967571429
offshore,150,0.958571429
offshore,151,0.945428571
offshore,152,0.937428571
offshore,153,0.930571429
offshore,154,0.927285714
offshore,155,0.941857143
offshore,156,0.954285714
offshore,157,0.955285714
offshore,158,0.953571429
offshore,159,0.948428571
offshore,160,0.933714286
offshore,161,0.899428571
offshore,162,0.853571429
offshore,163,0.805
offshore,164,0.762142857
offshore,165,0.726
offshore,166,0.705
offshore,167,0.697142857
offshore,168,0.702285714
offshore,169,0.712142857
offshore,170,0.726142857
offshore,171,0.739285714
offshore,172,0.741714286
offshore,173,0.745857143
offshore,174,0.744857143
offshore,175,0.750714286
offshore,176,0.768571429
offshore,177,0.776428571
offshore,178,0.794428571
offshore,179,0.819714286
offshore,180,0.849714286
offshore,181,0.858142857
offshore,182,0.855571429
offshore,183,0.866142857
offshore,184,0.880571429
offshore,185,0.885
offshore,186,0.897
offshore,187,0.927
offshore,188,0.948
offshore,189,0.964857143
offshore,190,0.972714286
offshore,191,0.973
offshore,192,0.963714286
offshore,193,0.938714286
offshore,194,0.893428571
offshore,195,0.849571429
offshore,196,0.792571429
offshore,197,0.749
offshore,198,0.716714286
offshore,199,0.686142857
offshore,200,0.657285714
offshore,201,0.614571429
offshore,202,0.610285714
offshore,203,0.655428571
offshore,204,0.685571429
offshore,205,0.690714286
offshore,206,0.685428571
offshore,207,0.697
offshore,208,0.720714286
offshore,209,0.753428571
offshore,210,0.789
offshore,211,0.821285714
offshore,212,0.852714286
offshore,213,0.866714286
offshore,214,0.879142857
offshore,215,0.892
offshore,216,0.903571429
offshore,217,0.911
offshore,218,0.918428571
offshore,219,0.922857143
offshore,220,0.934571429
offshore,221,0.937142857
offshore,222,0.942857143
offshore,223,0.949428571
offshore,224,0.957285714
offshore,225,0.965571429
offshore,226,0.974285714
offshore,227,0.981
offshore,228,0.984285714
offshore,229,0.986428571
offshore,230,0.987571429
offshore,231,0.987428571
offshore,232,0.987142857
offshore,233,0.985714286
offshore,234,0.983
offshore,235,0.979285714
offshore,236,0.974571429
offshore,237,0.969571429
offshore,238,0.961
offshore,239,0.951714286
offshore,240,0.943
offshore,241,0.936142857
offshore,242,0.940428571
offshore,243,0.948285714
offshore,244,0.961428571
offshore,245,0.968857143
offshore,246,0.970857143
offshore,247,0.976714286
offshore,248,0.979714286
offshore,249,0.978142857
offshore,250,0.970714286
offshore,251,0.969142857
offshore,252,0.959857143
offshore,253,0.955428571
offshore,254,0.957857143
offshore,255,0.950285714
offshore,256,0.945
offshore,257,0.956571429
offshore,258,0.960142857
offshore,259,0.960571429
offshore,260,0.957571429
offshore,261,0.949428571
offshore,262,0.929142857
offshore,263,0.917142857
offshore,264,0.898428571
offshore,265,0.861571429
offshore,266,0.845571429
offshore,267,0.877714286
offshore,268,0.874142857
offshore,269,0.844857143
