"hour","offshore","onshore","pv","river","lake","biogas","gas","phs1","phs2","battery","hydrogen","methanation","demand","Pump1","Pump2","ElecStr","H2","CH4","Bat_SOC","PHS1_SOC","PHS2_SOC","H2_SOC","CH4_SOC","elec_price","gas_price"
"41",2.0307735051,1.8897137E+1,0.0000000000,3.3826983000,5.2686443328,0.0000000000,1.1002941E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1002941E+1,4.0582194E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.6600000E+1,1.0560000E+1,0.0000000000,2.9434764E+3,1.4333886E+2,1.4333886E+2
"42",1.6550566199,1.6871754E+1,0.0000000000,3.7827300750,0.0000000000,1.8705964E+1,1.8705964E+1,2.7000000000,2.2400000000,0.0000000000,0.0000000000,0.0000000000,4.5955505E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.6600000E+1,1.0560000E+1,0.0000000000,2.9190254E+3,1.4333886E+2,1.4333886E+2
"43",1.3316547574,1.4691033E+1,0.0000000000,4.1311689000,5.1729063608,0.0000000000,2.3958883E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.3958883E+1,4.9285646E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.3600000E+1,8.0711111111,0.0000000000,2.9190254E+3,1.4333886E+2,1.4333886E+2
"44",1.1319065438,1.2834748E+1,0.0000000000,4.0593875250,5.2324638852,0.0000000000,2.0612819E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0612819E+1,4.3871325E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.3600000E+1,8.0711111111,0.0000000000,2.8657834E+3,1.4333886E+2,1.4333886E+2
"45",0.9297803776,1.1606553E+1,0.0000000000,3.8223594000,5.2401844486,0.0000000000,2.1570579E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.1570579E+1,4.3169456E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.3600000E+1,8.0711111111,0.0000000000,2.8199772E+3,1.4333886E+2,1.4333886E+2
"46",0.7300321640,1.0842122E+1,0.0000000000,3.6832829250,2.5968954887,0.0000000000,2.6430553E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.6430553E+1,4.4282885E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.3600000E+1,8.0711111111,0.0000000000,2.7720426E+3,1.4333886E+2,1.4333886E+2
"47",0.6254021521,1.0643822E+1,0.0000000000,3.6167355750,5.2643889663,1.8118696E+1,1.8118696E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,4.0969045E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.3600000E+1,8.0711111111,0.0000000000,2.7133080E+3,1.4333886E+2,1.4333886E+2
"48",0.6087564677,1.0747738E+1,0.0000000000,3.4410207000,0.0000000000,2.3849077E+1,2.3849077E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,4.1346593E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,6.0600000E+1,8.0711111111,0.0000000000,2.7133080E+3,1.4333886E+2,1.4333886E+2
"49",0.6372919149,1.0796694E+1,0.0000000000,3.3647529750,0.0000000000,3.2613534E+1,3.2613534E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5.0112272E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,5.7600000E+1,8.0711111111,0.0000000000,2.7133080E+3,1.4333886E+2,1.4333886E+2
"50",0.7490558010,1.0673320E+1,0.0000000000,3.0365026500,0.0000000000,3.0738690E+1,3.0738690E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,4.7897568E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,5.4600000E+1,8.0711111111,0.0000000000,2.7133080E+3,1.4333886E+2,1.4333886E+2
"51",1.0653238059,1.0615328E+1,0.0000000000,2.8443378750,5.1840731241,0.0000000000,2.5861423E+1,2.7000000000,0.0000000000,0.0000000000,0.0000000000,2.5861423E+1,4.8270485E+1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.1772810E+2,5.1600000E+1,8.0711111111,0.0000000000,2.7133080E+3,1.4333886E+2,1.4333886E+2
